Iteration	Posterior	Likelihood	Prior	alpha_morpho	clock_morpho	diversification	extinction_rate	num_samp_anc	origin_time	psi	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	speciation_rate	t[1]	t[2]	t[3]	t[4]	t[5]	t[6]	t[7]	t[8]	t[9]	t[10]	t[11]	t[12]	t[13]	t[14]	t[15]	t[16]	t[17]	t[18]	t[19]	t[20]	t[21]	t[22]	t[23]	t[24]	turnover
580	-7680.937	-7295.861	-385.0757	2.435552	0.2413895	0.9463444	0.4700258	13	3.866057	0.3509085	0.34026	0.694557	1.07786	1.88733	1.41637	1.20671	0.178124	0.0901288	0.839974	0.451527	0.298439	1.33686	0.345445	0.723891	0.668218	0.501032	0.0165694	1.12996	0.7437	0.16438	0.785906	0.640328	0.458921	0.688111	0.994759	0.406535	0.0634475	0.0307216	1.14793	0.3318523
590	-7673.313	-7291.71	-381.6033	2.474	0.2542078	0.5046477	0.5866874	14	4.031722	0.3275556	0.343978	0.697504	1.07833	1.88019	1.091335	1.20671	0.128987	0.0901288	0.839974	0.451527	0.292181	1.33686	0.345445	0.723891	0.668218	0.501032	0.0297972	1.12996	0.977145	0.093401	0.785906	0.640328	0.458921	0.688111	0.994759	0.326419	0.0376404	0.0307216	1.18649	0.5375869
600	-7663.872	-7289.768	-374.1037	2.16074	0.2568363	0.8244132	0.3401351	15	3.228147	0.3500928	0.311736	0.671086	1.07354	1.94364	1.164548	1.26017	0.0490435	0.0361767	1.03932	0.456329	0.292181	1.33686	0.345445	0.723891	0.668218	0.501032	0.0543565	1.12996	0.977145	0.126343	0.785906	0.628676	0.458921	0.688111	1.12395	0.326419	0.0376404	0.0307216	1.14377	0.2920747
610	-7657.391	-7275.984	-381.4073	2.795585	0.2471581	0.4632251	0.5355072	15	4.027454	0.2281776	0.372803	0.719543	1.0813	1.82635	0.9987324	1.26017	0.0753088	0.0361767	1.03932	0.456329	0.351722	1.28857	0.371427	0.723891	0.668218	0.501032	0.0369587	1.12996	0.977145	0.126343	0.785906	0.637868	0.458921	0.688111	1.12395	0.320499	0.0798352	0.0546289	1.14377	0.5361869
620	-7654.469	-7271.227	-383.242	2.102481	0.2379556	0.8291992	0.5805694	15	3.995333	0.3342263	0.305208	0.665487	1.07235	1.95695	1.409769	1.26017	0.0963267	0.0361767	0.837917	0.456329	0.209458	1.28857	0.371427	0.845126	0.668218	0.322137	0.0594729	1.1639	0.977145	0.0299947	0.673966	0.729651	0.458921	0.675495	1.12395	0.320499	0.0798352	0.0546289	1.11725	0.411819
630	-7666.178	-7279.913	-386.2644	2.416816	0.2393919	0.519323	0.6065884	15	4.777938	0.2885173	0.338426	0.693094	1.07762	1.89086	1.125911	1.26017	0.135312	0.0361767	0.944111	0.203748	0.234043	1.28857	0.479337	0.819928	0.697374	0.322137	0.0308342	1.1639	0.977145	0.0299947	0.673966	0.73783	0.475114	0.675495	1.12501	0.394529	0.0802635	0.0546289	1.11725	0.5387532
640	-7664.957	-7279.32	-385.6365	2.574241	0.2234353	0.6382083	0.6868969	15	4.14169	0.273884	0.353384	0.70485	1.07942	1.86234	1.325105	1.26017	0.184797	0.0361767	1.02675	0.213966	0.281871	1.28857	0.275426	0.726704	0.697374	0.618448	0.0720414	1.1639	0.977145	0.0299947	0.673966	0.613556	0.475114	0.735629	1.12501	0.276371	0.0753403	0.0546289	1.11725	0.5183716
650	-7660.087	-7275.512	-384.575	2.288613	0.2340718	0.7033845	0.5253187	13	4.050715	0.3654905	0.325453	0.682569	1.07578	1.9162	1.228703	1.26017	0.14294	0.0361767	1.02675	0.213966	0.301878	1.13878	0.360452	0.726704	0.697374	0.617389	0.0720414	1.1639	1.11366	0.0299947	0.673966	0.613556	0.47504	0.735629	0.987329	0.276371	0.0753403	0.0546289	1.11725	0.4275391
660	-7670.578	-7288.134	-382.4444	2.540854	0.2283369	0.7386236	0.4900797	14	3.871188	0.315044	0.350296	0.702455	1.07908	1.86817	1.228703	1.1955	0.14294	0.0361767	1.02675	0.253541	0.357679	1.13806	0.187527	0.643133	0.697374	0.713818	0.0327951	1.1639	1.26265	0.0299947	0.606809	0.664565	0.526974	0.735629	0.987329	0.276371	0.0982537	0.068836	1.11725	0.3988593
670	-7662.854	-7281.387	-381.4672	2.709983	0.2322976	0.7257905	0.51354	15	3.446399	0.2721366	0.365502	0.714091	1.08065	1.83975	1.239331	1.1955	0.0469919	0.0361767	1.24205	0.415987	0.184452	1.13806	0.466446	0.643133	0.697374	0.713818	0.0327951	1.0329	1.26265	0.0299947	0.711644	0.642704	0.531139	0.732628	0.987329	0.276371	0.0647128	0.068836	1.11725	0.4143689
680	-7657.03	-7281.181	-375.8491	2.55977	0.2563159	0.796519	0.4003626	15	3.216797	0.3049526	0.352051	0.703818	1.07928	1.86486	1.196882	1.1955	0.0686468	0.0361767	1.24205	0.415987	0.651699	1.1285	0.347522	0.643133	0.697374	0.736656	0.0327951	1.00694	1.26265	0.0299947	0.729334	0.645458	0.531139	0.732628	0.987329	0.235035	0.0709685	0.068836	1.11725	0.3345048
690	-7671.135	-7287.077	-384.0573	3.012275	0.2456572	0.6978076	0.6565133	15	4.454022	0.3725534	0.390209	0.732205	1.08258	1.79501	1.354321	1.36104	0.0686468	0.0361767	1.24205	0.570139	0.338425	1.1285	0.347652	0.643133	0.697374	0.736656	0.0327951	1.06898	1.13779	0.0299947	0.729334	0.915822	0.531139	0.732628	0.987329	0.273503	0.0683394	0.068836	1.11725	0.4847546
700	-7657.867	-7274.999	-382.868	2.669753	0.2366771	0.7395401	0.5314344	13	4.289729	0.2631188	0.361982	0.711432	1.08032	1.84627	1.270974	1.46859	0.0686468	0.0361767	1.24205	0.556697	0.387574	1.12801	0.282159	0.675291	0.697374	0.736656	0.0389547	1.06898	1.13779	0.0299947	0.729334	0.838265	0.531139	0.732628	0.987329	0.273503	0.0755279	0.0547891	1.11725	0.4181315
710	-7655.826	-7274.227	-381.5997	1.987047	0.2519441	0.559691	0.518008	13	3.859341	0.3690703	0.291724	0.653629	1.06966	1.98499	1.077699	1.46859	0.0392413	0.0576396	1.24205	0.696201	0.43254	1.12801	0.435594	0.675291	0.697374	0.736656	0.0389547	1.06898	1.13779	0.0299947	0.703626	0.838265	0.531139	0.732628	0.987329	0.273503	0.08632	0.0824361	1.13391	0.4806611
720	-7651.547	-7267.851	-383.6968	2.193431	0.2607626	0.8490696	0.3718828	13	3.70071	0.3968746	0.315321	0.674123	1.07415	1.9364	1.220952	1.33901	0.0323772	0.0576396	1.24205	0.475265	0.117719	1.12801	0.415927	0.675291	0.697374	0.736656	0.0389547	1.19661	1.04577	0.0848696	0.703626	0.838265	0.531139	0.918996	0.987329	0.338991	0.08632	0.0185225	1.13391	0.3045842
730	-7645.586	-7263.734	-381.8525	2.509569	0.2373514	0.8143823	0.6326008	14	4.571106	0.2783804	0.347362	0.700164	1.07874	1.87374	1.446983	1.33901	0.0323772	0.0576396	1.211	0.475265	0.413461	1.09211	0.415927	0.60563	0.697374	0.736656	0.0863887	1.19661	1.04577	0.0848696	0.703626	0.838265	0.531139	0.918996	0.865016	0.306887	0.0888102	0.0185225	1.1141	0.4371861
740	-7647.639	-7265.972	-381.6675	2.778876	0.2288332	0.9461531	0.5307508	15	4.894515	0.3372731	0.371397	0.7185	1.08118	1.82892	1.476904	1.43174	0.0811665	0.0576396	1.15296	0.475265	0.352287	1.05315	0.415927	0.55438	0.784703	0.64753	0.0863887	1.19661	1.04577	0.0988567	0.71494	0.849088	0.531139	1.03886	0.844445	0.20832	0.0578976	0.0117457	1.06171	0.3593672
750	-7657.335	-7276.049	-381.2857	2.696412	0.2406115	0.5771403	0.5206654	15	4.508874	0.3111199	0.364321	0.713201	1.08054	1.84193	1.097806	1.43174	0.186901	0.0576396	1.15296	0.621479	0.301829	1.05315	0.336254	0.569506	0.784703	0.64753	0.0799576	1.09557	1.04059	0.0825095	0.71494	0.804913	0.499957	1.03886	0.824305	0.20832	0.0989035	0.0117457	1.06171	0.4742783
760	-7636.588	-7258.912	-377.6759	2.286201	0.2632758	0.6614628	0.4441462	15	4.748606	0.3434858	0.325202	0.682362	1.07574	1.91669	1.105609	1.28097	0.0798213	0.0576396	1.19955	0.621479	0.301829	1.16561	0.336254	0.569506	0.768169	0.64753	0.108824	1.09557	1.04059	0.0825095	0.71494	0.824311	0.499957	1.03886	0.797784	0.20832	0.0989035	0.0117457	1.06171	0.4017209
770	-7637.921	-7257.854	-380.0672	2.462986	0.2527003	1.022993	0.4269104	16	4.055433	0.3132327	0.342919	0.696667	1.07819	1.88222	1.449903	1.28097	0.0798213	0.0576396	1.2131	0.60806	0.17184	1.11927	0.322112	0.569506	0.768169	0.612192	0.132821	1.09557	1.04059	0.0825095	0.720067	0.824311	0.499957	1.023	0.742432	0.20832	0.0961599	0.0159548	1.06171	0.2944406
780	-7632.58	-7259.286	-373.2934	2.484689	0.2542028	0.853509	0.4955475	16	4.172711	0.2941833	0.345	0.69831	1.07845	1.87824	1.349056	1.28097	0.102174	0.0576396	0.909089	0.571584	0.185511	1.11927	0.49477	0.569506	0.657915	0.612192	0.132821	1.13383	1.04059	0.0825095	0.720067	0.810536	0.499957	1.023	0.788157	0.20832	0.106754	0.0159548	1.06171	0.3673289
790	-7639.769	-7267.46	-372.3094	2.03053	0.2939349	0.6574694	0.5797389	16	4.168228	0.2470394	0.296892	0.658221	1.07074	1.97415	1.237208	1.28097	0.217063	0.0576396	0.909089	0.571584	0.333137	1.11927	0.49477	0.569506	0.657915	0.612192	0.10462	1.13383	0.953041	0.0825095	0.744766	0.875877	0.499957	1.023	0.788157	0.20832	0.106754	0.0159548	1.06171	0.4685863
800	-7638.828	-7264.211	-374.6172	2.610448	0.2756477	0.7710923	0.5808341	15	4.406477	0.3044298	0.356684	0.707391	1.07978	1.85615	1.351926	1.09341	0.217063	0.0576396	0.909089	0.571584	0.325838	1.11927	0.279682	0.569506	0.657915	0.612192	0.125524	1.13383	0.953041	0.119155	0.614908	0.875877	0.464802	1.02275	0.788157	0.239407	0.106754	0.0343751	1.15421	0.4296344
810	-7632.821	-7258.882	-373.939	2.309924	0.2586933	0.5748769	0.3962782	15	3.5039	0.2924021	0.327662	0.684384	1.07611	1.91184	0.9711551	1.26454	0.0607418	0.0576396	1.00637	0.571584	0.229498	1.11927	0.279682	0.585894	0.657915	0.612192	0.125524	1.12597	1.00415	0.119155	0.614908	0.875877	0.499297	1.02275	0.788157	0.327754	0.106754	0.0343751	1.15421	0.4080483
820	-7625.308	-7254.791	-370.5166	2.032161	0.2759512	0.6458667	0.5645621	15	4.531784	0.3409596	0.297084	0.658391	1.07077	1.97375	1.210429	1.26454	0.0703549	0.0576396	1.00637	0.787468	0.339785	1.11927	0.279682	0.585894	0.657915	0.525425	0.125524	1.07973	1.00415	0.23932	0.835238	0.875877	0.474262	1.02275	0.788157	0.327754	0.086895	0.0343751	1.18071	0.466415
830	-7623.051	-7254.757	-368.2945	2.407433	0.2575827	0.6755242	0.2873635	16	4.02164	0.3088517	0.337501	0.692354	1.0775	1.89265	0.9628877	1.24917	0.173859	0.0576396	1.00637	0.617171	0.339785	0.916876	0.313894	0.585894	0.657915	0.502076	0.182661	1.07973	1.00415	0.23932	0.686716	0.875877	0.499237	1.02275	0.789096	0.189692	0.086895	0.0343751	1.18071	0.2984393
840	-7622.973	-7251.528	-371.4449	2.313282	0.2994311	0.8098507	0.2654278	16	4.683035	0.4650562	0.328008	0.684667	1.07616	1.91116	1.075279	1.24917	0.249795	0.0576396	1.00637	0.617171	0.339785	1.0003	0.313894	0.585894	0.657915	0.502076	0.089379	1.07973	1.12789	0.177019	0.666157	0.875877	0.499237	1.04232	0.845192	0.189692	0.0838902	0.0343751	0.998692	0.2468456
850	-7629.064	-7257.014	-372.0501	2.315114	0.2751243	0.6156044	0.5409633	16	4.028515	0.3304836	0.328196	0.684822	1.07619	1.91079	1.156568	1.24917	0.249795	0.0576396	1.25016	0.617171	0.339785	1.0003	0.313894	0.729184	0.657915	0.502076	0.089379	1.07973	1.12789	0.0651554	0.666157	0.847646	0.499237	1.04232	0.853003	0.342114	0.0838902	0.0164367	1.0873	0.4677316
860	-7629.145	-7253.823	-375.3216	2.698194	0.2490198	0.4439661	0.601556	15	4.289759	0.3621288	0.364477	0.713319	1.08056	1.84165	1.045522	1.33944	0.108532	0.0576396	0.905733	0.641599	0.339785	1.0003	0.417627	0.729184	0.657915	0.400862	0.133043	0.976482	1.31648	0.0651554	0.692075	0.847646	0.499237	1.04232	0.853003	0.286523	0.11065	0.0129672	1.06894	0.5753642
870	-7623.616	-7254.789	-368.8279	2.145272	0.2678217	0.8624383	0.5297105	15	3.210368	0.316931	0.31002	0.669623	1.07323	1.94712	1.392149	1.28126	0.108532	0.0576396	0.905733	0.73701	0.339785	1.04318	0.417627	0.729184	0.657915	0.384199	0.131179	0.964243	1.31648	0.13132	0.621565	0.847646	0.499237	1.04232	0.853003	0.217462	0.108648	0.0129672	1.06894	0.3804985
880	-7629.85	-7260.629	-369.2219	2.121962	0.2610768	0.7028221	0.7116431	16	3.234964	0.3673598	0.307411	0.667386	1.07276	1.95244	1.414465	1.50535	0.2849	0.0576396	0.905733	0.73701	0.339785	1.10935	0.366809	0.729184	0.657915	0.384199	0.173302	0.964243	1.3519	0.140316	0.621565	0.847646	0.499237	1.04232	0.941547	0.202482	0.108648	0.0129672	1.06894	0.5031181
890	-7640.519	-7270.348	-370.1715	2.069266	0.2869441	0.9831753	0.2626076	17	4.216691	0.4788206	0.301405	0.662183	1.07163	1.96478	1.245783	1.202	0.2849	0.0576396	0.905733	0.73701	0.44203	1.10935	0.323463	0.866516	0.657915	0.32427	0.0990743	0.964243	1.36611	0.140316	0.621565	0.847646	0.509239	1.01193	0.941547	0.235116	0.0600987	0.0129672	1.18464	0.2107972
900	-7623.113	-7252.226	-370.8871	2.698515	0.2467569	1.002587	0.420365	17	3.943553	0.3555979	0.364505	0.71334	1.08056	1.8416	1.422952	1.202	0.0595443	0.0576396	0.905733	0.73701	0.40542	1.09604	0.323463	0.866516	0.657915	0.24805	0.102677	0.964243	1.36611	0.140316	0.769561	0.847646	0.509239	1.01193	0.941547	0.235116	0.15537	0.0129672	1.18464	0.2954177
910	-7623.184	-7250.025	-373.1589	2.77907	0.2728146	0.823495	0.2381946	16	4.081284	0.5224167	0.371414	0.718512	1.08118	1.82889	1.06169	1.22557	0.0595443	0.0576396	1.11759	0.73701	0.282465	1.09604	0.323463	0.600691	0.657915	0.24805	0.0965452	0.997468	1.36611	0.136342	0.769561	0.847646	0.509239	1.07924	0.941547	0.235116	0.15537	0.0555349	1.18464	0.2243543
920	-7626.647	-7250.759	-375.8879	2.305801	0.2602697	0.7933311	0.6593482	15	4.818861	0.313026	0.327236	0.684035	1.07605	1.91268	1.452679	1.22557	0.0595443	0.0576396	0.995264	0.73701	0.282465	1.09604	0.297847	0.364602	0.657915	0.40475	0.226373	0.917942	1.36611	0.136342	0.703296	0.847646	0.509239	1.088	0.941547	0.276498	0.15537	0.0555349	1.18464	0.4538842
930	-7619.575	-7242.683	-376.8916	2.694532	0.2672791	0.5441074	0.8451906	14	4.055867	0.3405438	0.364157	0.713078	1.08053	1.84224	1.389298	1.22557	0.113468	0.0576396	0.995264	0.746624	0.089571	1.09604	0.432723	0.528243	0.662372	0.40046	0.106193	0.974884	1.36611	0.220301	0.703296	0.847646	0.458951	1.13381	0.941547	0.276498	0.15537	0.0555349	1.18464	0.608358
940	-7626.261	-7254.003	-372.2582	3.053077	0.25789	0.8486817	0.4155643	15	3.931987	0.354871	0.393327	0.734425	1.08277	1.78948	1.264246	1.02267	0.113468	0.0576396	0.995264	0.746624	0.089571	1.16333	0.365296	0.585194	0.662372	0.40046	0.106193	1.03079	1.36611	0.220301	0.633404	0.847646	0.458951	1.13381	0.941547	0.276498	0.170277	0.0555349	1.18464	0.3287053
950	-7617.924	-7243.11	-374.8148	2.980855	0.2557461	0.8672001	0.2565147	17	4.429253	0.3223931	0.387775	0.730462	1.08242	1.79934	1.123715	1.27194	0.113468	0.0576396	1.05414	0.680399	0.089571	1.16333	0.365296	0.585194	0.662372	0.40046	0.106193	1.03079	1.36611	0.0964509	0.633404	0.847646	0.458951	1.00933	0.941547	0.163407	0.170277	0.0555349	1.09447	0.2282738
960	-7621.363	-7245.872	-375.4906	1.957163	0.2580241	0.746853	0.3863402	16	4.070721	0.1966236	0.288107	0.65038	1.06888	1.99263	1.133193	1.35141	0.0237011	0.0576396	1.05414	0.680399	0.399361	1.13268	0.285175	0.585194	0.662372	0.263781	0.0963417	1.08345	1.36611	0.0964509	0.633404	0.847646	0.458951	1.00933	0.785788	0.163407	0.170277	0.0555349	1.09447	0.3409306
970	-7624.316	-7247.784	-376.5326	2.480796	0.242934	1.03048	0.3475746	17	4.339293	0.4933224	0.344628	0.698017	1.07841	1.87895	1.378055	1.35141	0.222655	0.0576396	1.10879	0.70144	0.109114	1.12935	0.243672	0.585194	0.662372	0.263781	0.182354	1.1251	1.36611	0.0964509	0.633404	0.847646	0.458951	1.00933	0.785788	0.416988	0.16379	0.0555349	1.09447	0.2522212
980	-7597.759	-7225.133	-372.6256	2.262515	0.2556389	0.8246125	0.3574104	17	4.612291	0.3053971	0.322719	0.68031	1.07536	1.92161	1.182023	1.35141	0.127886	0.0576396	0.933486	0.70144	0.407678	1.12935	0.243882	0.585194	0.662372	0.403737	0.145318	1.1251	1.35053	0.0459895	0.633404	0.847646	0.458951	1.08201	0.988384	0.385182	0.168745	0.0265432	1.09447	0.3023718
990	-7601.111	-7225.518	-375.5932	2.169071	0.2683158	1.000777	0.5143192	16	3.936363	0.2411143	0.312655	0.671867	1.0737	1.94178	1.515096	1.35141	0.127886	0.0576396	0.933486	0.70144	0.167675	1.24115	0.431765	0.797766	0.662372	0.403737	0.180096	1.1251	1.37369	0.0459895	0.633404	0.847646	0.458951	1.10095	0.988384	0.199297	0.12073	0.0802524	1.09447	0.3394631
1000	-7593.885	-7219.994	-373.8912	2.272551	0.2414514	0.8163111	0.3224601	17	4.17911	0.5002271	0.323774	0.681184	1.07552	1.91952	1.138771	1.35141	0.142957	0.0576396	1.05611	0.70144	0.193028	1.28773	0.355439	0.716234	0.662372	0.357971	0.227039	1.1251	1.37369	0.0459895	0.633404	0.847646	0.476752	1.10095	0.988384	0.199297	0.12073	0.0802524	1.09447	0.283165
1010	-7600.267	-7222.067	-378.1994	2.657458	0.2508285	1.016398	0.3698483	16	3.954	0.2700792	0.360894	0.710606	1.08021	1.84829	1.386246	1.27823	0.11373	0.0576396	1.05611	0.70144	0.193028	1.28773	0.355439	0.787714	0.662372	0.357971	0.227039	1.15872	1.42484	0.0459895	0.633404	0.847646	0.476752	1.07816	1.0958	0.219309	0.133775	0.0802524	1.09447	0.2667984
1020	-7606.559	-7229.909	-376.6495	2.355726	0.2514716	0.9628145	0.4390505	16	4.460131	0.448168	0.332337	0.688194	1.07679	1.90268	1.401865	1.20239	0.178075	0.0576396	1.05611	0.811585	0.480651	1.32858	0.325721	0.787714	0.662372	0.357971	0.227039	1.15872	1.45944	0.0459895	0.600262	0.847646	0.476752	1.07816	1.0958	0.207223	0.148206	0.0802524	1.09447	0.3131903
1030	-7593.588	-7222.052	-371.5363	1.952801	0.2478761	0.7719586	0.4322281	17	4.127661	0.5150509	0.287575	0.649899	1.06876	1.99376	1.204187	1.0551	0.178075	0.0576396	1.05611	0.811585	0.109179	1.32858	0.256422	0.623282	0.662372	0.357971	0.225681	1.11131	1.42896	0.105167	0.734293	0.847646	0.476752	1.07816	1.0958	0.18325	0.148206	0.0778946	1.35372	0.3589378
1040	-7564.842	-7193.789	-371.0531	2.443539	0.2603702	0.8291844	0.2026078	18	4.017727	0.3374985	0.341037	0.695175	1.07796	1.88583	1.031792	1.20384	0.223428	0.0576396	1.05611	0.811585	0.109179	1.30465	0.184196	0.5994	0.662372	0.357971	0.225681	1.17795	1.48403	0.0134398	0.734293	0.847646	0.476752	1.16841	1.12365	0.246938	0.148206	0.0841638	1.13928	0.1963649
1050	-7561.188	-7190.479	-370.7098	2.224715	0.2674619	0.8607087	0.2111014	18	3.566255	0.3555013	0.3187	0.676963	1.07471	1.92962	1.07181	1.20384	0.223428	0.0576396	1.05611	0.757456	0.109179	1.2324	0.184196	0.796742	0.662372	0.357971	0.225681	1.26916	1.48403	0.0134398	0.607424	0.854568	0.476752	1.17083	1.12365	0.261537	0.148206	0.0841638	1.13928	0.1969579
1060	-7550.201	-7179.715	-370.4853	2.779635	0.2650674	0.9455999	0.1682585	18	3.379606	0.2528245	0.371461	0.718548	1.08119	1.8288	1.113858	1.05197	0.114723	0.0576396	1.05611	0.757456	0.168531	1.2324	0.225986	0.796742	0.662372	0.357971	0.330793	1.26916	1.48403	0.0134398	0.607424	0.8637	0.476752	1.17083	1.10188	0.261537	0.113413	0.0149719	1.1744	0.1510592
1070	-7546.334	-7176.573	-369.7607	2.151219	0.255389	0.9471062	0.2297541	19	3.375517	0.4095476	0.310681	0.670187	1.07335	1.94578	1.17686	1.13631	0.0746709	0.0576396	1.05611	0.757456	0.12588	1.22547	0.318846	0.796742	0.662372	0.314278	0.577565	1.26916	1.48403	0.0134398	0.607424	0.8637	0.480022	1.17083	1.10188	0.182687	0.112755	0.0115459	1.1744	0.1952263
1080	-7548.567	-7170.946	-377.6209	2.444135	0.2575018	0.6733321	0.1028133	18	3.889273	0.4761057	0.341095	0.695221	1.07796	1.88572	0.7761454	1.13631	0.031163	0.0576396	1.01795	0.757456	0.421949	1.19747	0.274409	0.796742	0.662372	0.314278	0.546615	1.26916	1.49136	0.0134398	0.607424	0.8637	0.512776	1.17083	1.0529	0.231484	0.123352	0.0316219	1.1744	0.1324666
1090	-7558.471	-7185.919	-372.552	2.376272	0.2672944	0.487569	0.6754855	19	3.752481	0.2805863	0.334403	0.689864	1.07708	1.89866	1.163054	1.13631	0.02985	0.0576396	1.01795	0.545097	0.779807	1.20336	0.274409	0.823992	0.662956	0.302697	0.546615	1.26916	1.49136	0.0134398	0.607424	0.8637	0.512776	1.17083	1.06891	0.231484	0.123352	0.0668893	1.1744	0.5807858
1100	-7552.753	-7179.209	-373.543	2.656642	0.2658941	0.8242519	0.6032325	19	4.137983	0.3439163	0.360822	0.710551	1.0802	1.84842	1.427484	0.984762	0.142834	0.0576396	1.01795	0.874168	0.630343	1.20336	0.274409	0.823992	0.662956	0.374877	0.546615	1.26916	1.49136	0.0134398	0.607424	0.8637	0.512776	1.17083	1.06891	0.174096	0.0789141	0.0668893	1.16349	0.4225843
1110	-7572.812	-7197.739	-375.0731	1.884855	0.2237458	0.5302721	0.5728996	19	4.478359	0.3327512	0.279131	0.642183	1.06682	2.01186	1.103172	1.50277	0.122909	0.0127157	1.01795	0.7933	0.630343	1.16957	0.274409	0.683021	0.662956	0.377309	0.495567	1.26916	1.63254	0.0134398	0.607424	0.8637	0.512776	1.17083	1.06891	0.343969	0.100577	0.0668893	1.10233	0.5193205
1120	-7566.005	-7191.709	-374.2956	2.423339	0.2362109	0.8693422	0.3428636	19	4.703175	0.3299986	0.339066	0.693605	1.0777	1.88963	1.212206	1.50277	0.122909	0.0127157	1.01795	0.7933	0.844476	1.16957	0.503232	0.683021	0.662956	0.424399	0.495567	1.41847	1.63254	0.026739	0.607424	0.8637	0.552884	1.25062	1.06891	0.343969	0.109209	0.0668893	1.10233	0.2828427
1130	-7559.476	-7185.142	-374.3339	2.402608	0.2464252	0.8201611	0.387159	19	4.701971	0.3375515	0.337024	0.691972	1.07743	1.89357	1.20732	1.53292	0.108143	0.0127157	1.01795	0.7933	0.59014	1.16957	0.494774	0.683021	0.662956	0.424399	0.495567	1.41847	1.63254	0.0485256	0.607424	0.8637	0.552884	1.25062	1.02027	0.343969	0.0417591	0.0668893	1.10233	0.3206764
1140	-7565.562	-7188.4	-377.1618	2.023811	0.2274449	1.032399	0.09376333	19	4.561701	0.4839242	0.296101	0.657522	1.07057	1.9758	1.126162	1.53292	0.108143	0.0127157	1.01795	0.7933	0.722846	1.16957	0.308359	0.75435	0.662956	0.424399	0.495567	1.41847	1.63254	0.113135	0.544111	0.8637	0.524028	1.25062	1.02027	0.346451	0.117356	0.0693677	1.05856	0.08325916
1150	-7555.281	-7182.971	-372.3097	2.38562	0.2647659	0.8035781	0.1055562	19	3.8094	0.4387725	0.335337	0.690617	1.0772	1.89684	0.9091343	1.53292	0.202456	0.0127157	1.01795	0.7933	0.628099	1.29837	0.154199	0.805533	0.662956	0.424399	0.452697	1.41847	1.63254	0.0768257	0.544111	0.8637	0.524028	1.25062	1.02027	0.331911	0.115075	0.049666	1.05856	0.1161063
1160	-7552.216	-7179.218	-372.9981	2.315337	0.2533256	0.879814	0.1943731	19	4.278021	0.2860991	0.328219	0.68484	1.07619	1.91075	1.074187	1.53292	0.196349	0.0127157	1.01795	0.859269	0.328737	1.29837	0.154199	0.805533	0.662956	0.351942	0.454359	1.41847	1.63254	0.0328974	0.544111	0.8637	0.524028	1.2101	1.10128	0.331911	0.115075	0.049666	1.05856	0.180949
1170	-7551.139	-7174.069	-377.0698	2.440266	0.2374878	0.8606825	0.2135046	18	4.792824	0.2987014	0.340719	0.694922	1.07792	1.88644	1.074187	1.71533	0.114327	0.0127157	0.916544	0.859269	0.328737	1.27625	0.154199	0.805533	0.662956	0.351942	0.487987	1.37197	1.67399	0.0328974	0.544111	0.8637	0.550238	1.22329	1.10128	0.331911	0.115075	0.049666	1.05856	0.1987593
1180	-7555.713	-7176.516	-379.197	2.083453	0.2527605	0.7484219	0.1899094	17	4.580099	0.3849657	0.303037	0.663604	1.07194	1.96141	0.9383312	1.71533	0.121966	0.0127157	1.01775	0.859269	0.328737	1.27625	0.0837131	0.805533	0.662956	0.369722	0.464287	1.37197	1.67399	0.0328974	0.544111	0.998765	0.491068	1.22329	1.10128	0.398834	0.115075	0.0412551	1.06992	0.2023905
1190	-7559.734	-7180.871	-378.8628	2.304523	0.2268887	0.7132924	0.6297283	17	4.781651	0.3249373	0.327104	0.683926	1.07603	1.91294	1.343021	1.63259	0.237299	0.0127157	0.89255	0.859269	0.579785	1.22937	0.0837131	0.805533	0.662956	0.369722	0.436513	1.37197	1.67399	0.0328974	0.544111	0.998765	0.491068	1.22329	1.10128	0.398834	0.115075	0.0412551	1.06992	0.4688895
1200	-7554.672	-7180.496	-374.1757	2.436784	0.2474881	0.8446005	0.4715752	18	4.478728	0.3113593	0.34038	0.694653	1.07787	1.88709	1.316176	1.54307	0.183603	0.0127157	1.01475	0.860779	0.425975	1.22937	0.23738	0.585508	0.662956	0.369722	0.457801	1.40983	1.67399	0.0328974	0.903755	0.998765	0.491068	1.22329	1.10128	0.398834	0.1373	0.0412551	1.3516	0.358292
1210	-7562.565	-7186.854	-375.7109	2.511527	0.2575022	0.7438604	0.348802	18	4.75939	0.4660987	0.347547	0.700309	1.07876	1.87339	1.092662	1.54449	0.238323	0.0375078	1.01475	0.860779	0.425975	1.22937	0.23738	0.777749	0.621244	0.366796	0.660378	1.40983	1.5071	0.0285804	0.903755	0.998765	0.491068	1.22329	1.10128	0.398834	0.1373	0.0846759	1.51923	0.3192221
1220	-7551.752	-7176.908	-374.8439	2.103363	0.2450291	0.6898564	0.3297195	19	4.864343	0.2659397	0.305309	0.665574	1.07237	1.95674	1.019576	1.54449	0.235197	0.0375078	1.40457	0.860779	0.425975	1.22611	0.323164	0.692045	0.621244	0.366796	0.486999	1.40983	1.5778	0.0285804	0.903755	0.998765	0.51183	1.26247	1.0568	0.149846	0.1373	0.0846759	1.51923	0.3233889
