Iteration	Posterior	Likelihood	Prior	alpha_morpho	clock_morpho	diversification	extinction_rate	num_samp_anc	origin_time	psi	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	speciation_rate	t[1]	t[2]	t[3]	turnover
9610	-1173.975	-1043.67	-130.3049	2.323673	0.07280681	0.472993	0.09807185	2	4.768097	0.009758441	0.329075	0.68554	1.07632	1.90906	0.5710649	0.539688	3.33827	2.91249	0.171735
9620	-1171.241	-1048.108	-123.1329	3.067656	0.1042828	0.5602015	0.0717446	2	4.950521	0.03306401	0.394429	0.735206	1.08283	1.78753	0.6319461	0.712953	3.25856	3.61279	0.1135296
9630	-1164.79	-1042.443	-122.3468	1.936265	0.0902341	0.4925601	0.08227824	2	4.98659	0.0320896	0.285546	0.64806	1.06831	1.99808	0.5748384	0.611796	3.86862	3.69472	0.1431328
9640	-1167.026	-1040.795	-126.2308	3.006	0.09460505	0.4401595	0.0331963	2	4.977497	0.04402674	0.389725	0.73186	1.08255	1.79587	0.4733558	0.903627	4.3653	2.48039	0.07012969
9650	-1164.948	-1039.93	-125.0183	2.24793	0.0719346	0.5478981	0.05379363	2	4.978111	0.02495069	0.321177	0.679029	1.07511	1.92468	0.6016917	0.411098	2.48826	3.0142	0.08940397
9660	-1163.136	-1039.63	-123.5061	3.335073	0.1025343	0.5270273	0.02301687	2	4.923864	0.09457355	0.41363	0.748541	1.08374	1.75409	0.5500442	0.648894	3.11748	3.18276	0.04184549
9670	-1164.954	-1040.742	-124.2121	2.761334	0.113493	0.8116234	0.0544926	1	4.093668	0.0511588	0.369912	0.717395	1.08105	1.83164	0.866116	0.234333	3.34666	2.84677	0.06291606
9680	-1168.067	-1043.246	-124.8202	1.882149	0.1052726	0.6346955	0.07557128	1	4.260048	0.0357243	0.278789	0.641866	1.06674	2.0126	0.7102668	0.625109	2.48625	2.86263	0.1063984
9690	-1163.638	-1039.252	-124.3864	2.052408	0.08773214	0.5060687	0.0825646	2	4.716236	0.05223479	0.299451	0.660473	1.07125	1.96883	0.5886333	1.15196	3.86638	3.06698	0.1402649
9700	-1166.781	-1040.035	-126.746	1.754901	0.08489831	0.6280323	0.1260846	2	4.888985	0.1056697	0.262152	0.626133	1.06245	2.04927	0.7541169	0.270789	4.18627	2.87779	0.1671951
9710	-1174.632	-1053.284	-121.348	2.760899	0.1174043	0.5672496	0.1107335	2	4.40394	0.07764608	0.369875	0.717367	1.08105	1.83171	0.6779831	0.651831	3.26513	2.54168	0.1633278
9720	-1160.353	-1041.643	-118.7101	1.71524	0.128464	0.6395922	0.1635823	2	3.88736	0.0987247	0.256741	0.620859	1.06091	2.06149	0.8031745	0.59672	2.96046	1.86358	0.2036697
9730	-1163.674	-1041.816	-121.8582	1.629099	0.1030355	0.6143476	0.2547454	2	3.816172	0.1107312	0.244594	0.608724	1.05718	2.0895	0.869093	0.570531	3.18978	2.26157	0.2931164
9740	-1163.921	-1041.46	-122.4611	2.139867	0.1327133	0.5149444	0.2911563	2	4.656149	0.07554721	0.309418	0.669108	1.07313	1.94835	0.8061007	0.622507	2.64966	1.83016	0.361191
9750	-1163.683	-1039.459	-124.2235	2.132424	0.1151244	0.4672518	0.123228	1	4.937285	0.09498079	0.308586	0.668395	1.07298	1.95004	0.5904798	1.01924	1.27826	2.22159	0.2086914
9760	-1171.299	-1045.307	-125.9918	1.848548	0.1172581	0.8041606	0.2789611	1	4.489011	0.07180022	0.2745	0.637877	1.06569	2.02193	1.083122	0.678698	1.3113	2.25661	0.2575529
9770	-1173.535	-1050.523	-123.0115	1.721851	0.1001138	0.4426386	0.3569095	1	4.989633	0.0813916	0.257651	0.621752	1.06117	2.05943	0.7995481	0.265187	1.82802	1.79003	0.446389
9780	-1174.43	-1051.81	-122.62	2.331454	0.1175794	0.6457485	0.1771882	1	4.462801	0.07080256	0.329872	0.68619	1.07644	1.9075	0.8229367	0.400273	1.33539	1.21851	0.215312
9790	-1168.77	-1046.551	-122.2187	1.993102	0.1075968	0.5591926	0.2233595	1	3.944509	0.1054626	0.29245	0.654278	1.06982	1.98346	0.7825521	0.340066	1.77455	2.8312	0.2854244
9800	-1176.566	-1053.853	-122.7132	1.843382	0.1109805	0.4564514	0.423544	1	3.877893	0.07811626	0.273834	0.637254	1.06553	2.02339	0.8799954	1.13616	1.73004	2.80387	0.4813025
9810	-1166.257	-1042.522	-123.735	1.523178	0.1044842	0.4304473	0.2737052	1	3.782624	0.08775281	0.228881	0.592369	1.05175	2.127	0.7041525	0.355599	1.17324	2.36733	0.3887016
9820	-1166.297	-1043.27	-123.0279	2.806857	0.1066293	0.5332143	0.1308781	1	3.809783	0.1514835	0.373745	0.720241	1.08138	1.82463	0.6640924	1.6766	1.35806	2.06409	0.1970782
9830	-1171.598	-1045.496	-126.1018	2.042171	0.1009087	0.682811	0.09540092	1	4.584683	0.05163358	0.298257	0.659424	1.07101	1.97131	0.778212	1.00639	0.932719	2.18909	0.1225899
9840	-1173.27	-1048.628	-124.6416	4.062805	0.1108816	0.5167154	0.130093	2	4.454992	0.05579519	0.457779	0.777353	1.08439	1.68048	0.6468085	0.103253	1.47869	2.50233	0.2011307
9850	-1169.102	-1040.906	-128.1958	2.710681	0.09442066	0.5907886	0.1176122	1	4.784681	0.08712277	0.365563	0.714137	1.08066	1.83964	0.7084008	0.861642	1.32447	2.67284	0.166025
9860	-1175.646	-1047.4	-128.2466	1.771639	0.08467119	0.5092383	0.09328854	1	4.726504	0.06441042	0.264403	0.628303	1.06306	2.04423	0.6025268	0.644168	0.786215	3.131	0.1548289
9870	-1178.691	-1045.206	-133.4845	1.959283	0.07925069	0.3536367	0.1686737	1	4.959082	0.03869765	0.288365	0.650613	1.06894	1.99209	0.5223103	0.174725	1.30772	3.18873	0.3229376
9880	-1180.603	-1046.031	-134.5726	3.851094	0.07705813	0.4912723	0.2401566	1	4.771929	0.1104833	0.44599	0.769897	1.08439	1.69972	0.7314289	0.901184	2.06712	3.97356	0.3283389
9890	-1180.987	-1047.984	-133.0031	2.816581	0.08004412	0.3057363	0.204339	1	4.701465	0.03610066	0.374555	0.720839	1.08145	1.82316	0.5100753	0.212357	0.676477	3.28146	0.4006056
9900	-1177.255	-1045.692	-131.563	2.375928	0.07194231	0.4453823	0.1535404	1	4.581716	0.08805523	0.334369	0.689837	1.07707	1.89872	0.5989227	0.451206	2.11622	3.40534	0.2563609
9910	-1186.237	-1054.312	-131.9247	1.994149	0.07835845	0.3902989	0.2628144	1	4.451823	0.08881995	0.292575	0.65439	1.06984	1.98319	0.6531132	0.591084	1.37238	3.48749	0.4024024
9920	-1177.12	-1049.832	-127.2875	2.725695	0.08399562	0.4769323	0.2565322	2	4.414623	0.04532935	0.366861	0.715113	1.08078	1.83725	0.7334645	0.966971	2.46675	3.50914	0.3497541
9930	-1182.147	-1052.069	-130.0779	3.333907	0.0781344	0.6475821	0.1101982	1	4.000856	0.04152624	0.41355	0.748486	1.08373	1.75423	0.7577803	0.477443	1.39591	3.14448	0.1454223
9940	-1184.003	-1055.564	-128.4391	2.867361	0.105256	0.6370356	0.1343739	1	4.187544	0.03530954	0.378733	0.723909	1.08178	1.81558	0.7714096	0.679487	1.9104	3.33611	0.1741927
9950	-1178.266	-1050.71	-127.5556	2.352583	0.09583868	0.4643771	0.09069289	1	4.960752	0.02698815	0.332019	0.687936	1.07674	1.9033	0.55507	0.216927	1.68945	3.26731	0.16339
9960	-1178.786	-1049.823	-128.9624	4.116579	0.09703728	0.4222004	0.1015112	1	4.640644	0.02317028	0.460654	0.779146	1.08437	1.67583	0.5237116	1.01884	1.39622	2.79797	0.1938303
9970	-1168.098	-1040.258	-127.8399	2.655115	0.09539322	0.577442	0.1029337	1	4.625336	0.03471625	0.360686	0.710448	1.08019	1.84868	0.6803757	0.546442	1.22706	2.57347	0.1512895
9980	-1176.34	-1047.901	-128.4386	2.28167	0.08083476	0.6617934	0.06023713	1	4.203328	0.03762421	0.324729	0.681972	1.07567	1.91763	0.7220306	0.894383	0.303275	2.79273	0.0834274
9990	-1175.887	-1045.653	-130.2342	1.803902	0.07739681	0.6149725	0.0892025	1	4.364777	0.0806628	0.268687	0.632398	1.06421	2.03471	0.704175	0.786643	0.509417	2.63357	0.1266766
10000	-1171.795	-1047.793	-124.0018	2.208875	0.1091414	0.5180017	0.2030598	1	4.950585	0.07098274	0.316995	0.675533	1.07443	1.93304	0.7210615	0.899814	0.604894	2.14921	0.2816123
10010	-1176.794	-1049.535	-127.2589	2.515551	0.1013853	0.5822135	0.3118669	1	4.595732	0.03797245	0.347926	0.700606	1.0788	1.87267	0.8940804	0.493575	0.893063	2.63499	0.348813
10020	-1177.708	-1053.321	-124.3863	2.12834	0.107191	0.4181691	0.1861459	1	3.867184	0.0977404	0.308128	0.668002	1.07289	1.95098	0.604315	0.728658	1.00483	2.24392	0.3080279
10030	-1177.604	-1045.012	-132.5921	3.844962	0.08717558	0.2478356	0.2689362	1	4.359291	0.2003897	0.445637	0.769671	1.08439	1.7003	0.5167718	0.447123	0.562303	2.16907	0.5204158
10040	-1159.347	-1037.635	-121.7118	2.163004	0.1142167	0.4874026	0.1865689	1	3.462285	0.06814615	0.311986	0.671299	1.07358	1.94314	0.6739715	0.136611	1.37792	2.49127	0.2768202
10050	-1160.944	-1039.334	-121.6103	2.780117	0.1168819	0.6806445	0.2265707	1	4.680444	0.09051895	0.371502	0.718578	1.08119	1.82873	0.9072151	0.334657	1.36429	2.65312	0.249743
10060	-1164.761	-1042.627	-122.1331	2.65789	0.1102716	0.558384	0.2240714	1	3.588406	0.07033336	0.360933	0.710635	1.08021	1.84822	0.7824554	0.651654	1.48203	2.50462	0.2863695
10070	-1164.21	-1037.798	-126.4118	1.954565	0.09033244	0.5988118	0.2096025	1	4.152418	0.08569658	0.28779	0.650094	1.06881	1.99331	0.8084144	0.341834	0.866714	2.83681	0.2592761
10080	-1167.797	-1044.345	-123.4517	3.015789	0.1034064	0.481358	0.1196947	1	4.242368	0.1106893	0.39048	0.732398	1.08259	1.79453	0.6010527	0.427299	1.58171	2.3066	0.1991418
10090	-1171.171	-1046.615	-124.5557	2.516149	0.1173737	0.5672018	0.1444606	1	4.394287	0.09551213	0.347982	0.70065	1.07881	1.87256	0.7116624	0.0754838	0.719394	2.199	0.2029904
10100	-1170.696	-1042.19	-128.5058	2.805934	0.1089599	0.6246361	0.3331148	1	4.413759	0.04654851	0.373668	0.720184	1.08137	1.82477	0.9577509	0.21042	1.65309	2.29233	0.3478095
10110	-1165.373	-1040.904	-124.4687	2.395515	0.1008574	0.5997569	0.08362966	1	4.365974	0.07554661	0.336321	0.691408	1.07734	1.89493	0.6833865	0.698092	2.4753	2.2473	0.1223753
10120	-1169.109	-1047.185	-121.9245	2.223049	0.1015628	0.6662822	0.08594345	2	4.390433	0.03065029	0.318521	0.676813	1.07469	1.92998	0.7522257	0.737882	3.13194	2.60091	0.1142522
10130	-1166.931	-1038.37	-128.5604	4.620617	0.09332837	0.5518329	0.1034877	1	4.920952	0.03208669	0.485514	0.794262	1.08389	1.63633	0.6553206	0.651832	2.17281	2.70848	0.1579192
10140	-1169.705	-1039.59	-130.1152	2.398258	0.0894362	0.386459	0.2159874	1	4.952405	0.03947074	0.336593	0.691627	1.07737	1.89441	0.6024464	0.216656	2.19872	3.16527	0.3585172
10150	-1174.462	-1041.283	-133.1789	2.307188	0.06600187	0.3431769	0.2654259	0	4.564478	0.0742414	0.327379	0.684152	1.07607	1.9124	0.6086028	0.295282	1.40728	2.71916	0.4361233
10160	-1166.514	-1037.467	-129.047	3.583491	0.06887839	0.3812734	0.1321178	2	4.520301	0.03026202	0.429907	0.759451	1.0842	1.72645	0.5133912	0.763003	2.54642	3.22005	0.2573433
10170	-1170.661	-1044.724	-125.9364	2.279589	0.09790146	0.3670477	0.2712021	2	4.691157	0.05453152	0.324511	0.681793	1.07564	1.91806	0.6382497	1.66515	2.1775	2.77002	0.4249153
10180	-1165.721	-1037.793	-127.9282	1.954935	0.08337216	0.5921587	0.09563134	1	4.592356	0.04607935	0.287835	0.650134	1.06882	1.99321	0.68779	0.689732	0.900661	3.35785	0.1390415
10190	-1162.981	-1039.419	-123.5617	2.732166	0.09548892	0.5776434	0.0440383	2	4.583732	0.02881258	0.367418	0.715531	1.08083	1.83622	0.6216817	0.762948	3.62691	1.6834	0.07083737
10200	-1168.126	-1040.767	-127.3593	2.598627	0.07223532	0.5752779	0.1035921	1	4.439572	0.03576977	0.355612	0.706568	1.07966	1.85816	0.67887	0.67553	2.03804	2.83133	0.1525949
10210	-1178.166	-1045.358	-132.8073	2.591068	0.07930351	0.4024691	0.1915107	1	4.892807	0.0187359	0.354924	0.706038	1.07959	1.85945	0.5939797	0.210412	2.17447	3.43102	0.3224195
10220	-1183.032	-1043.715	-139.3164	3.330372	0.07013652	0.01846209	0.4051382	1	4.547207	0.03090304	0.413308	0.748322	1.08372	1.75465	0.4236003	1.18668	1.13041	3.45511	0.9564162
10230	-1175.172	-1046.284	-128.8879	2.692053	0.07208041	0.7141713	0.1676923	1	4.770995	0.1003561	0.36394	0.712914	1.08051	1.84264	0.8818637	0.288011	3.81616	3.53487	0.1901568
10240	-1164.324	-1043.362	-120.962	2.565251	0.1001928	0.5364288	0.08583637	2	4.242368	0.06433599	0.352557	0.70421	1.07933	1.8639	0.6222652	0.838237	4.03037	2.1895	0.1379418
10250	-1165.651	-1045.339	-120.312	1.857315	0.1124409	0.6998765	0.1631801	2	4.57344	0.1422558	0.275626	0.638929	1.06597	2.01947	0.8630567	1.33031	3.63945	1.43742	0.1890723
10260	-1154.781	-1038.837	-115.9439	1.831963	0.1095483	0.774546	0.1478679	2	3.499718	0.09772602	0.272356	0.635866	1.06515	2.02662	0.9224139	0.439861	2.3445	1.8925	0.1603054
10270	-1158.891	-1039.228	-119.6625	1.445334	0.1474595	0.5528739	0.3661847	2	4.098976	0.03503875	0.216753	0.579197	1.04704	2.15701	0.9190586	0.56369	2.12035	2.24872	0.3984346
10280	-1164.707	-1039.17	-125.5373	1.926554	0.1067205	0.6215405	0.4520917	1	4.181924	0.130177	0.284347	0.646969	1.06804	2.00065	1.073632	0.510855	1.92047	1.47602	0.4210862
10290	-1161.525	-1036.821	-124.7042	2.090226	0.1043078	0.7141738	0.09902568	1	4.092434	0.07460262	0.303812	0.664277	1.07209	1.95982	0.8131994	0.70292	1.88142	1.84872	0.1217729
10300	-1167.185	-1039.759	-127.426	3.013795	0.09684826	0.4456318	0.1267981	1	4.383672	0.1777237	0.390326	0.732289	1.08258	1.7948	0.5724299	0.961535	2.22346	2.25632	0.2215086
10310	-1160.257	-1034.778	-125.479	2.447658	0.09556222	0.5608815	0.03676014	1	4.99964	0.09275115	0.341437	0.695493	1.07801	1.88506	0.5976417	1.45487	1.99978	2.94365	0.06150867
10320	-1163.755	-1039.451	-124.3043	2.98797	0.09158158	0.6106031	0.08602565	2	4.689864	0.04339851	0.388329	0.73086	1.08246	1.79836	0.6966287	0.179659	2.58113	2.18236	0.1234885
10330	-1167.057	-1038.247	-128.8106	2.564946	0.0851948	0.3321775	0.3450957	1	4.244111	0.07536453	0.352529	0.704188	1.07933	1.86395	0.6772732	0.985879	1.78915	2.40196	0.5095369
10340	-1175.726	-1044.598	-131.1278	3.483547	0.08309495	0.3106012	0.1375165	1	4.786545	0.05673916	0.423525	0.755215	1.08405	1.73721	0.4481177	1.13597	2.58133	2.41204	0.3068758
10350	-1180.31	-1051.198	-129.1116	3.198125	0.07770019	0.5638503	0.1006666	1	4.949962	0.1112231	0.404031	0.741939	1.08333	1.7707	0.6645169	1.685	4.33413	2.69367	0.1514884
10360	-1181.706	-1050.238	-131.4677	2.080823	0.07449486	0.560863	0.1137081	0	4.723305	0.08630253	0.302735	0.663342	1.07189	1.96204	0.6745711	0.821572	2.6342	1.6323	0.1685635
10370	-1183.938	-1058.104	-125.8339	1.523619	0.1047318	0.2873821	0.3858228	1	4.863569	0.04426418	0.228948	0.592441	1.05178	2.12683	0.6732049	1.59951	0.983649	1.8863	0.5731134
10380	-1170.165	-1042.283	-127.8813	2.685981	0.1135982	0.9416097	0.2284766	1	4.131305	0.04224743	0.363409	0.712512	1.08046	1.84362	1.170086	1.50799	1.04606	1.27457	0.1952648
10390	-1168.689	-1043.632	-125.0565	2.092769	0.0987318	0.4377928	0.2543275	1	4.646948	0.122337	0.304103	0.664529	1.07215	1.95922	0.6921203	0.877254	1.16572	1.43373	0.3674614
10400	-1165.03	-1037.84	-127.1898	2.120503	0.09056175	0.8376178	0.2124864	1	4.733626	0.06825972	0.307247	0.667245	1.07273	1.95278	1.050104	0.287571	2.12168	2.55495	0.2023479
10410	-1175.285	-1042.451	-132.8336	3.751828	0.07909167	0.6564767	0.05282592	1	4.919815	0.08864578	0.440187	0.766165	1.08435	1.7093	0.7093027	0.367537	1.97385	2.82979	0.07447585
10420	-1170.012	-1039.327	-130.6852	2.587812	0.07325505	0.7166307	0.1034069	2	4.758915	0.110867	0.354627	0.705809	1.07956	1.86001	0.8200375	0.313766	2.40292	2.64743	0.1261001
10430	-1177.148	-1046.153	-130.9957	2.060697	0.1017708	0.4586601	0.1599544	1	4.875362	0.06325762	0.300414	0.661317	1.07144	1.96683	0.6186145	0.573248	1.51656	2.59238	0.2585687
10440	-1167.997	-1036.839	-131.1573	3.237493	0.0739439	0.5664647	0.0633227	1	4.765985	0.07456997	0.406839	0.743884	1.08346	1.76582	0.6297874	0.70463	1.4571	1.63154	0.1005462
10450	-1172.312	-1043.911	-128.4012	1.77937	0.0974651	0.3951038	0.08538033	1	4.995454	0.03261744	0.265436	0.629295	1.06334	2.04193	0.4804841	0.971552	0.651125	2.22585	0.1776965
10460	-1175.959	-1043.433	-132.5258	2.954704	0.08200734	0.3404971	0.1991105	1	4.340917	0.07644983	0.385727	0.728989	1.08228	1.803	0.5396076	0.498652	1.43025	2.56956	0.3689912
10470	-1181.757	-1050.545	-131.2116	2.113474	0.07388769	0.463697	0.09513244	1	4.741943	0.07770869	0.306454	0.666562	1.07259	1.9544	0.5588295	0.432516	2.2293	2.97118	0.1702352
10480	-1177.436	-1044.498	-132.9384	4.377357	0.07699243	0.3600576	0.1492376	1	4.31474	0.08475447	0.473963	0.787325	1.08418	1.65454	0.5092952	0.96027	2.17161	3.06209	0.2930277
10490	-1169.627	-1042.338	-127.2889	3.152466	0.08229342	0.4654238	0.1236068	2	4.799489	0.0496486	0.400723	0.739635	1.08317	1.77647	0.5890306	0.789132	2.99131	3.73778	0.2098479
10500	-1171.096	-1038.439	-132.6571	2.819349	0.08340902	0.3577424	0.1242206	1	4.158935	0.09831677	0.374785	0.721008	1.08147	1.82274	0.4819629	0.50035	0.906299	2.08787	0.2577388
10510	-1164.694	-1034.838	-129.8556	2.812118	0.07702042	0.5664787	0.1234135	1	4.912887	0.04818143	0.374184	0.720565	1.08142	1.82384	0.6898922	0.288602	1.5968	2.67661	0.1788882
10520	-1163.316	-1036.559	-126.7575	2.635844	0.0984087	0.5426231	0.1073038	1	4.464154	0.04076137	0.358969	0.709139	1.08002	1.85188	0.6499269	0.273136	1.79327	2.03336	0.1651014
10530	-1174.55	-1046.99	-127.5595	2.149698	0.07975198	0.5665261	0.2730507	1	4.004363	0.07281729	0.310512	0.670043	1.07332	1.94612	0.8395769	1.43764	1.35909	2.12564	0.3252242
10540	-1180.946	-1056.201	-124.7443	1.603775	0.1082063	0.3151794	0.261448	1	3.955035	0.07797461	0.240918	0.604965	1.05598	2.09814	0.5766274	0.838347	3.21721	2.84228	0.4534088
10550	-1175.105	-1042.933	-132.1713	2.971177	0.08604264	0.4418687	0.2576636	2	4.976953	0.04356029	0.38702	0.72992	1.08237	1.80069	0.6995323	0.0798689	3.06581	3.78454	0.3683369
10560	-1185.207	-1051.116	-134.0912	4.356092	0.07198296	0.5294337	0.186242	1	4.875173	0.05466931	0.472915	0.786688	1.0842	1.6562	0.7156757	0.31774	1.11161	2.14947	0.2602324
10570	-1171.512	-1038.893	-132.6197	2.081591	0.08110716	0.4231528	0.09176035	1	4.908492	0.06512562	0.302824	0.663419	1.0719	1.96185	0.5149132	0.261498	1.53727	2.6593	0.1782055
10580	-1180.469	-1048.3	-132.1692	1.919998	0.08152137	0.2845382	0.1997392	2	4.793999	0.04245946	0.283534	0.646228	1.06785	2.00239	0.4842773	1.05704	3.29319	4.11627	0.4124479
10590	-1192.039	-1056.715	-135.324	2.799318	0.07595691	0.3125314	0.2528957	1	4.984921	0.06369455	0.373115	0.719774	1.08133	1.82578	0.5654271	0.764828	0.80239	3.63873	0.4472649
10600	-1180.323	-1046.554	-133.7687	2.791969	0.06196044	0.3663407	0.1579874	0	4.9974	0.0491725	0.372499	0.719318	1.08128	1.82691	0.5243281	0.745215	3.88675	3.06148	0.301314
10610	-1174.892	-1043.383	-131.5089	2.068519	0.07046868	0.5328287	0.2663299	0	4.790753	0.03098318	0.301319	0.662107	1.07161	1.96496	0.7991586	0.763606	2.08562	2.2162	0.3332629
10620	-1168.865	-1036.189	-132.6758	2.20001	0.0657749	0.5212923	0.1204879	1	4.665588	0.0505485	0.316035	0.674726	1.07427	1.93496	0.6417802	1.88793	1.96478	3.61962	0.1877401
10630	-1174.915	-1046.218	-128.6967	1.783175	0.07736469	0.4904739	0.1232689	1	4.979657	0.07948737	0.265943	0.629781	1.06348	2.0408	0.6137428	1.22298	1.33616	2.49551	0.2008478
10640	-1171.345	-1041.64	-129.7059	2.38026	0.08051116	0.4914005	0.1045349	1	4.618095	0.08898851	0.334802	0.690186	1.07713	1.89788	0.5959354	0.420158	2.32421	2.73601	0.1754131
10650	-1176.684	-1046.065	-130.6192	2.699101	0.07864366	0.4737908	0.04877437	1	4.789869	0.05755135	0.364556	0.713378	1.08057	1.8415	0.5225652	0.564204	2.25931	2.80177	0.09333642
10660	-1173.974	-1048.746	-125.2281	3.251802	0.08799928	0.512203	0.1522621	1	4.663284	0.04405455	0.40785	0.744581	1.08351	1.76406	0.6644651	1.27365	3.91051	2.87501	0.2291499
10670	-1182.356	-1051.591	-130.765	2.937663	0.08905503	0.5986179	0.0744464	1	4.862331	0.05808033	0.384381	0.728017	1.08219	1.80541	0.6730643	1.09662	2.6618	2.8367	0.1106081
10680	-1179.623	-1047.261	-132.3621	2.516011	0.07143985	0.4436487	0.1618747	1	4.698646	0.04462436	0.347969	0.70064	1.07881	1.87258	0.6055235	0.658075	2.60968	3.43108	0.2673302
10690	-1183.984	-1053.06	-130.9232	3.298953	0.07859081	0.4218618	0.1233832	2	4.97028	0.05748529	0.411144	0.746843	1.08364	1.75837	0.545245	0.116275	1.72264	1.8622	0.2262895
10700	-1177.685	-1048.025	-129.6603	2.928888	0.07642242	0.4543192	0.0544661	2	4.968907	0.08214144	0.383685	0.727513	1.08214	1.80666	0.5087853	0.193243	2.41157	1.70913	0.1070512
10710	-1179.83	-1045.731	-134.0995	2.007151	0.06689078	0.282549	0.08365011	2	4.859633	0.09879643	0.294127	0.655772	1.07017	1.97993	0.3661991	0.19623	2.48851	3.54573	0.228428
10720	-1176.915	-1047.525	-129.39	3.62811	0.07031514	0.4965065	0.1164664	1	4.814533	0.05534525	0.432687	0.76128	1.08425	1.72178	0.6129729	0.228391	1.53192	2.7312	0.1900025
10730	-1174.26	-1044.958	-129.3019	3.016946	0.07984693	0.5032801	0.0892676	1	4.911032	0.06208625	0.390569	0.732462	1.0826	1.79437	0.5925477	0.678214	0.847089	2.54905	0.1506505
10740	-1184.44	-1051.091	-133.3493	2.757581	0.0816006	0.64781	0.1845001	1	4.45853	0.05653363	0.369593	0.717157	1.08103	1.83223	0.8323101	0.38022	2.05424	3.17233	0.2216723
10750	-1190.474	-1056.512	-133.9626	2.803818	0.0840945	0.3786829	0.5115723	0	4.919727	0.05801539	0.373492	0.720053	1.08136	1.8251	0.8902551	0.343389	2.9336	3.10509	0.5746356
10760	-1170.534	-1040.408	-130.126	2.100123	0.1011088	0.2901116	0.1473992	1	4.673961	0.02723535	0.30494	0.665255	1.0723	1.9575	0.4375108	0.362897	1.56919	2.93009	0.3369041
10770	-1162.13	-1035.223	-126.9067	1.943554	0.1047351	0.5181697	0.3146761	1	4.453912	0.06593176	0.286442	0.648874	1.06851	1.99617	0.8328458	0.289454	2.44374	2.80568	0.3778324
10780	-1163.816	-1037.257	-126.5595	1.699894	0.1031107	0.3439353	0.3583139	2	4.941195	0.04060247	0.254617	0.618767	1.06028	2.06633	0.7022491	0.218601	2.15694	2.28811	0.5102375
10790	-1162.192	-1034.21	-127.982	1.939916	0.1007714	0.5402203	0.1692316	1	4.768639	0.0518494	0.285995	0.648469	1.06841	1.99713	0.7094519	0.401736	0.950465	2.82675	0.2385385
10800	-1173.351	-1048.171	-125.1803	1.683935	0.1188544	0.6624386	0.1738278	2	4.049618	0.05904784	0.25239	0.616561	1.05962	2.07143	0.8362664	0.366777	1.94394	3.06366	0.2078617
10810	-1170.141	-1040.997	-129.1443	1.597913	0.09164856	0.6615149	0.1972348	0	4.920199	0.03159262	0.240059	0.604082	1.05569	2.10017	0.8587497	0.186999	1.99023	2.95761	0.2296767
10820	-1162.981	-1038.421	-124.5598	1.895931	0.1159225	0.4545239	0.4122518	1	3.795802	0.03110686	0.280527	0.64347	1.06715	2.00885	0.8667757	1.2412	1.01777	1.78402	0.4756153
10830	-1172.493	-1047.775	-124.718	2.930844	0.1205841	0.7341758	0.1287445	1	3.451943	0.04739317	0.38384	0.727626	1.08215	1.80638	0.8629204	0.912625	1.27105	2.18132	0.1491963
10840	-1174.549	-1040.684	-133.8654	2.201659	0.104427	0.4903201	0.2088401	1	3.521994	0.3023315	0.316214	0.674876	1.0743	1.93461	0.6991602	0.534126	0.376193	2.53809	0.2987014
10850	-1164.345	-1036.413	-127.9324	2.37394	0.1108173	0.7469562	0.14998	1	4.35424	0.189635	0.33417	0.689676	1.07704	1.89911	0.8969362	0.361841	1.17664	1.97397	0.1672137
10860	-1165.362	-1041.905	-123.4569	1.841349	0.1104936	0.554509	0.1365434	1	4.437654	0.05609262	0.273572	0.637008	1.06546	2.02396	0.6910523	0.74227	1.27433	1.62894	0.1975876
10870	-1177.616	-1048.174	-129.4421	2.404365	0.09144417	0.4230336	0.1683978	1	3.88414	0.1150788	0.337198	0.692111	1.07746	1.89324	0.5914314	0.556842	1.43313	3.10505	0.2847292
10880	-1174.163	-1042.401	-131.7618	2.953977	0.06964746	0.6030697	0.198123	0	4.884233	0.0767613	0.38567	0.728948	1.08228	1.8031	0.8011928	0.600656	0.897179	1.32296	0.2472851
10890	-1176.705	-1044.97	-131.7352	2.371529	0.08013698	0.2800437	0.09970009	1	4.803092	0.07411907	0.333928	0.689481	1.07701	1.89958	0.3797438	0.781138	1.86622	2.90423	0.2625457
10900	-1176.129	-1049.372	-126.7568	2.003814	0.08135397	0.5915663	0.07809422	1	4.508218	0.05334991	0.29373	0.655419	1.07008	1.98077	0.6696605	0.647582	1.77989	2.43368	0.1166176
10910	-1171.43	-1046.299	-125.1316	1.400528	0.08381923	0.4923437	0.07528387	1	4.364864	0.07943887	0.209539	0.571116	1.044	2.17534	0.5676275	0.539842	1.91814	2.59796	0.132629
10920	-1173.601	-1042.987	-130.6145	1.867017	0.09515589	0.3016136	0.1809398	1	4.98317	0.1650199	0.276867	0.640084	1.06628	2.01677	0.4825534	0.763367	0.949031	2.09167	0.3749632
10930	-1174.417	-1045.011	-129.4062	2.062034	0.09597475	0.5594105	0.1143774	1	4.633758	0.1309121	0.300569	0.661452	1.07147	1.96651	0.6737879	0.422047	0.0843448	1.73401	0.1697529
10940	-1166.21	-1043.058	-123.1516	2.072739	0.0994707	0.6212853	0.1291916	1	4.720669	0.05583094	0.301806	0.662532	1.07171	1.96395	0.7504769	0.334524	0.103307	1.1605	0.1721459
