Iteration	Posterior	Likelihood	Prior	alpha_morpho	clock_morpho	diversification	extinction_rate	num_samp_anc	origin_time	psi	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	speciation_rate	t[1]	t[2]	t[3]	t[4]	t[5]	t[6]	t[7]	t[8]	t[9]	t[10]	t[11]	t[12]	t[13]	t[14]	t[15]	t[16]	turnover
30950	-3181.058	-2917.631	-263.4277	0.4400942	0.1661587	0.5049856	0.2550008	14	4.991987	0.2844626	0.0228979	0.211022	0.771263	2.99482	0.7599864	1.07187	0.585955	0.654728	0.953916	0.0263746	0.498723	2.34978	1.31329	2.37034	2.91941	1.08047	0.356092	4.99199	0.0355866	0.158292	2.80999	0.3355334
30960	-3173.491	-2908.425	-265.0666	0.4545663	0.1485522	0.621769	0.1058291	14	4.991987	0.1895999	0.0253086	0.221225	0.784171	2.9693	0.7275982	1.07187	0.54793	0.904938	0.96362	0.0263746	0.49967	2.34978	1.24955	2.37034	2.86783	1.05578	0.0744984	4.94573	0.0355866	0.194974	2.77665	0.1454499
30970	-3177.31	-2912.942	-264.3683	0.4775553	0.1608854	0.61659	0.09059075	14	4.991987	0.2853468	0.029307	0.237011	0.803224	2.93046	0.7071807	1.03442	0.54793	0.904938	0.96362	0.0263746	0.49967	2.34978	1.29705	2.37034	2.86783	1.16698	0.298349	4.99199	0.0355866	0.182584	2.34058	0.1281013
30980	-3188.631	-2925.028	-263.6033	0.4074525	0.207376	0.5586794	0.1698112	14	4.991987	0.1909167	0.0178041	0.187301	0.739221	3.05567	0.7284906	0.744861	0.414359	0.904938	1.03495	0.0263746	0.49967	2.44041	1.19437	2.37034	2.81821	1.09644	0.375908	4.99199	0.0355866	0.112513	2.34058	0.2331001
30990	-3184.369	-2923.107	-261.2617	0.441418	0.1797382	0.6955595	0.1706161	14	4.991987	0.3901741	0.0231147	0.211964	0.772475	2.99245	0.8661756	0.74401	0.342225	0.921808	1.03495	0.0263746	0.49967	2.44041	1.34208	2.37034	2.99454	0.979577	0.444252	4.99198	0.0355866	0.0658696	2.34058	0.1969764
31000	-3181.105	-2918.323	-262.7828	0.4690559	0.17533	0.6258158	0.1733937	13	4.991987	0.246657	0.0278059	0.231235	0.796378	2.94458	0.7992095	0.770746	0.342225	1.19479	1.03495	0.0263746	0.49967	2.44041	1.35336	2.15903	3.01543	0.979577	0.444252	4.99131	0.0355866	0.061697	2.09572	0.2169565
31010	-3179.054	-2917.451	-261.6024	0.4398103	0.1759271	0.7572135	0.04654457	14	4.991987	0.246657	0.0228515	0.21082	0.771002	2.99533	0.8037581	0.869643	0.481908	0.94295	1.03495	0.0263746	0.62313	2.44041	1.28998	2.35569	3.01543	0.979577	0.13893	4.99199	0.0355866	0.213528	2.85697	0.05790868
31020	-3178.715	-2914.895	-263.8194	0.4118301	0.2103074	0.7846971	0.1418096	14	4.991987	0.4417119	0.0184574	0.190537	0.743771	3.04723	0.9265067	0.731675	0.428925	0.75452	1.07131	0.0263746	0.534516	2.52961	1.19522	2.35587	3.01543	1.03685	0.0925433	4.99199	0.088897	0.213528	2.85697	0.1530583
31030	-3181.632	-2916.13	-265.5018	0.559229	0.1972458	0.6536581	0.1101592	14	4.991987	0.4213464	0.0448235	0.288835	0.859003	2.80734	0.7638174	1.12051	0.259979	0.75452	1.07131	0.0263746	0.534516	2.52961	1.32711	2.19323	3.01543	0.940906	0.0170173	4.99196	0.088897	0.136137	3.12855	0.1442219
31040	-3184.85	-2920.154	-264.6954	0.4850559	0.1584735	0.669449	0.1460031	14	4.986869	0.2375459	0.0306525	0.242048	0.809083	2.91822	0.8154521	1.15337	0.478591	0.75452	1.07131	0.0263746	0.534516	2.45214	1.30982	2.19323	3.01543	0.940906	0.0104006	4.98687	0.0563905	0.138478	3.06982	0.1790456
31050	-3172.094	-2911.477	-260.6166	0.4722649	0.1663259	0.6561904	0.0860431	14	4.991674	0.2190628	0.0283696	0.233424	0.798989	2.93922	0.7422335	1.15337	0.432654	0.75452	1.07131	0.0263746	0.534516	2.45214	1.37597	2.33407	3.09127	0.994419	0.316151	4.99167	0.0563905	0.138478	1.67398	0.1159246
31060	-3176.078	-2912.815	-263.2627	0.5547673	0.1687024	0.7115381	0.1381831	14	4.991674	0.2311522	0.0439342	0.286174	0.856363	2.81353	0.8497213	1.10576	0.439498	0.721473	1.07131	0.0263746	0.534516	2.45214	1.33239	2.33407	2.85922	0.90703	0.29299	4.99167	0.0563905	0.138478	2.60523	0.1626217
31070	-3179.587	-2915.212	-264.3751	0.4885118	0.164712	0.6647293	0.2008319	14	4.974298	0.3883679	0.0312787	0.24435	0.811726	2.91265	0.8655612	1.16341	0.651474	1.24797	1.07131	0.0263746	0.579546	2.31845	1.37553	2.33407	2.85922	1.02839	0.411305	4.9743	0.0563905	0.271393	3.1132	0.232025
31080	-3184.775	-2919.215	-265.5599	0.4608134	0.1704379	0.8222134	0.1848977	14	4.974758	0.3357259	0.0263755	0.225566	0.789519	2.95854	1.007111	1.12125	0.617449	0.696805	1.07131	0.0263746	0.559297	2.31845	1.1845	2.33407	2.96477	1.02839	0.0853842	4.92457	0.0563905	0.271393	2.29797	0.1835921
31090	-3186.505	-2924.483	-262.0216	0.3986274	0.185851	0.8709211	0.1686766	14	4.807132	0.2363481	0.0165169	0.18073	0.729791	3.07296	1.039598	1.12197	0.656145	0.827526	1.05593	0.0434186	0.383466	2.31845	1.21269	2.36687	2.76321	1.05202	0.199452	4.79635	0.0563905	0.125491	2.29797	0.1622518
31100	-3171.15	-2912.234	-258.9155	0.4857839	0.2028491	0.7589135	0.1500758	14	4.98391	0.2241434	0.0307841	0.242534	0.809642	2.91704	0.9089893	1.09734	0.385586	1.04929	1.05593	0.0434186	0.357628	2.31845	1.40833	2.36687	2.76321	0.933771	0.296315	4.98236	0.0563905	0.0840611	2.29797	0.1651019
31110	-3188.314	-2924.646	-263.6681	0.3853452	0.1517116	0.8896029	0.03581854	14	4.990829	0.3216041	0.0146582	0.170727	0.714923	3.09969	0.9254215	0.977868	0.389802	1.04929	1.05593	0.0434186	0.357628	2.31845	1.3618	2.36687	3.18534	1.27467	0.296315	4.98443	0.0563905	0.0840611	2.29797	0.03870511
31120	-3180.153	-2919.261	-260.8926	0.4238172	0.1776314	0.7595598	0.07528031	14	4.990829	0.2202554	0.020295	0.199313	0.755819	3.02457	0.8348401	0.839537	0.389802	0.94199	1.05593	0.0434186	0.357628	2.31845	1.26079	2.21277	2.91365	1.26153	0.296315	4.99061	0.0563905	0.124077	2.31975	0.09017332
31130	-3179.435	-2917.612	-261.8226	0.4461144	0.1741435	0.8750744	0.1199582	14	4.990829	0.2979799	0.0238901	0.215291	0.776723	2.9841	0.9950327	0.839537	0.395396	0.94199	1.11163	0.0434186	0.357628	2.31845	1.41723	2.21277	2.91365	1.26153	0.143892	4.99083	0.0563905	0.124077	2.572	0.1205571
31140	-3185.14	-2922.459	-262.6807	0.4238036	0.1885884	0.8304481	0.1449432	14	4.990829	0.2730411	0.0202929	0.199303	0.755805	3.0246	0.9753913	0.839537	0.395396	0.642125	1.19557	0.0443742	0.411476	2.31845	1.48246	2.21277	3.02177	1.26153	0.143892	4.98376	0.0867045	0.124077	2.59303	0.1486001
31150	-3176.809	-2913.655	-263.1534	0.5291744	0.1669483	0.620064	0.2673175	14	4.990829	0.2339463	0.0389142	0.270536	0.840388	2.85016	0.8873815	0.839537	0.374778	0.642125	1.19557	0.0443742	0.388359	2.29489	1.40877	2.21277	2.77168	1.26153	0.143892	4.99083	0.0867045	0.124077	2.12068	0.301243
31160	-3183.059	-2919.731	-263.3285	0.4590229	0.1801421	0.7427426	0.151416	14	4.990829	0.2102929	0.0260682	0.224325	0.788	2.96161	0.8941587	0.839537	0.374778	1.19724	1.19557	0.0443742	0.388359	2.29489	1.37742	2.21277	2.77168	1.25754	0.289716	4.99083	0.0867045	0.0423534	2.12068	0.1693391
31170	-3182.82	-2920.846	-261.9742	0.4242571	0.149713	0.5714063	0.1661058	14	4.990829	0.2007139	0.0203638	0.199632	0.756249	3.02375	0.7375121	0.760037	0.374778	0.59754	1.19225	0.0443742	0.388359	2.29489	1.33554	1.72902	2.50511	1.25754	0.200343	4.99083	0.0867045	0.0282307	2.56018	0.2252245
31180	-3187.694	-2922.728	-264.9658	0.45456	0.1703797	0.8696602	0.08707819	13	4.990829	0.2248529	0.0253076	0.22122	0.784166	2.96931	0.9567384	0.889769	0.352244	1.00817	1.19118	0.0443742	0.423012	2.29489	1.32346	1.72902	2.50511	1.25754	0.56226	4.99083	0.0867045	0.176849	2.61805	0.09101568
31190	-3177.174	-2915.892	-261.2822	0.3716777	0.1683356	0.5508089	0.1149358	13	4.990829	0.3045891	0.0128495	0.160304	0.698719	3.12813	0.6657447	1.04667	0.501455	0.83707	1.19118	0.0443742	0.43908	2.29489	1.50977	1.72902	2.50511	1.19354	1.27029	4.99083	0.0867045	0.128728	1.85738	0.1726425
31200	-3185.826	-2923.276	-262.5497	0.4991759	0.1594064	0.5543504	0.1076328	14	4.990829	0.4044148	0.0332351	0.251378	0.819668	2.89572	0.6619832	0.956289	0.501455	1.29876	1.19248	0.0443742	0.411125	2.29489	1.50977	1.72902	2.28051	1.19354	1.27029	4.99083	0.0867045	0.189231	1.60305	0.1625914
31210	-3194.116	-2930.138	-263.9777	0.4845019	0.1710669	0.8637262	0.1237216	14	4.990829	0.2513882	0.0305524	0.241678	0.808656	2.91911	0.9874478	1.088	0.501455	0.398346	1.21884	0.0443742	0.407935	2.29489	1.4143	1.72902	2.28051	1.21797	0.998291	4.96681	0.0867045	0.189231	1.60305	0.1252943
31220	-3177.212	-2912.001	-265.2104	0.513364	0.157467	0.5197556	0.1559946	13	4.999773	0.2784539	0.0358906	0.260551	0.829754	2.8738	0.6757501	1.24743	0.501455	0.762275	1.21884	0.0443742	0.433287	2.29489	1.32448	1.80591	1.97927	1.28874	0.840485	4.9446	0.0867045	0.189231	2.25484	0.2308465
31230	-3176.406	-2910.687	-265.7186	0.3860033	0.1566485	0.4637392	0.1739998	13	4.999773	0.2292966	0.014748	0.171225	0.715679	3.09835	0.6377389	1.24743	0.501455	0.762275	1.21884	0.0443742	0.433287	2.1884	1.47485	1.80591	2.3388	1.29202	1.07648	4.99977	0.0867045	0.189231	2.25484	0.2728386
31240	-3175.496	-2908.846	-266.6497	0.4767357	0.1463737	0.7521436	0.2195821	12	4.999773	0.2561277	0.0291611	0.236457	0.802574	2.93181	0.9717257	1.24743	0.452059	0.762275	1.21884	0.0443742	0.571272	2.1884	1.44874	1.80591	2.16768	1.22751	1.07648	4.99977	0.0867045	0.0553396	2.30643	0.2259713
31250	-3179.891	-2911.755	-268.1357	0.4266066	0.1390864	0.4306662	0.1553064	13	4.999773	0.2134218	0.0207325	0.201337	0.758538	3.01939	0.5859726	1.35318	0.452059	0.762275	1.21884	0.0443742	0.571272	2.1884	1.46192	1.81068	2.16768	1.18496	1.07648	4.99966	0.0867045	0.0886938	2.3499	0.2650403
31260	-3177.759	-2910.644	-267.1144	0.4877701	0.1445187	0.585963	0.1289099	13	4.999773	0.1521608	0.031144	0.243857	0.811162	2.91384	0.7148729	1.24467	0.234739	0.98683	1.21884	0.0443742	0.571272	2.09321	1.46192	1.81068	2.16768	1.00322	0.78499	4.99977	0.0867045	0.0886938	2.41372	0.1803256
31270	-3176.413	-2913.131	-263.2813	0.5427865	0.1810944	0.5796801	0.2172927	14	4.999773	0.2786776	0.0415663	0.278933	0.849067	2.83043	0.7969728	1.15283	0.383619	0.98683	1.21884	0.0443742	0.476166	2.09321	1.4138	1.81068	2.55769	0.978937	0.708707	4.99977	0.0867045	0.208812	2.04025	0.2726476
31280	-3177.735	-2910.977	-266.7585	0.5168051	0.1619576	0.562315	0.1793859	14	4.999773	0.3345227	0.0365432	0.262745	0.832121	2.86859	0.7417009	1.35918	0.550036	0.97416	1.21884	0.0443742	0.622851	2.01504	1.57048	1.81068	2.46483	1.0178	0.635453	4.99729	0.0867045	0.188427	2.9749	0.2418575
31290	-3182.177	-2914.105	-268.0722	0.4190957	0.1444121	0.5932867	0.1939236	14	4.999773	0.3821922	0.0195629	0.195871	0.751144	3.03342	0.7872103	1.17061	0.48207	1.60157	1.21884	0.0443742	0.554337	1.95732	1.51969	1.81615	2.66162	1.01961	0.135048	4.99977	0.0867045	0.236976	2.80732	0.2463428
31300	-3180.243	-2917.963	-262.2795	0.5635365	0.1645293	0.6937583	0.1757305	14	4.999773	0.2245522	0.0456856	0.291385	0.861512	2.80142	0.8694888	1.17061	0.429807	0.783504	1.21884	0.0443742	0.660924	1.95732	1.46368	1.81615	2.66162	1.06184	0.274741	4.99977	0.0867045	0.236976	2.80732	0.2021079
31310	-3181.073	-2917.922	-263.1505	0.422918	0.1607719	0.5499748	0.15445	14	4.999773	0.2261404	0.0201548	0.198659	0.754935	3.02625	0.7044247	1.13309	0.650048	0.783504	1.21884	0.0503158	0.672542	1.95732	1.40703	1.81615	2.66162	0.993052	0.077842	4.99778	0.0867045	0.236976	2.80732	0.2192569
31320	-3185.557	-2920.644	-264.9125	0.5040878	0.154363	0.7685223	0.2141758	14	4.999773	0.2152398	0.0341479	0.254576	0.82322	2.88806	0.9826981	1.25962	0.562488	0.71048	1.21884	0.0503158	0.750064	1.95732	1.5857	1.89722	2.66162	1.05659	0.465275	4.95043	0.0493252	0.101291	2.80732	0.2179467
31330	-3175.132	-2912.62	-262.512	0.4838284	0.1793528	0.6009263	0.08899913	14	4.999773	0.2518136	0.030431	0.241227	0.808135	2.92021	0.6899255	1.25962	0.562488	1.12065	1.21884	0.0503158	0.722173	2.00558	1.5857	1.89722	2.29868	1.01619	0.0951323	4.99809	0.0601501	0.236261	2.80732	0.1289982
31340	-3182.128	-2917.447	-264.6809	0.4369907	0.196643	0.5260073	0.3219929	14	4.999773	0.2963828	0.0223924	0.208809	0.768396	3.0004	0.8480002	1.036	0.455512	1.12065	1.23043	0.0503158	0.821899	2.00558	1.48227	1.89722	2.3287	1.0227	0.0951323	4.91807	0.103455	0.236261	2.30531	0.3797085
31350	-3184.342	-2919.091	-265.2517	0.4380018	0.157802	0.7090988	0.2962526	13	4.915197	0.1693626	0.0225566	0.209531	0.769334	2.99858	1.005351	0.86313	0.455512	1.12065	1.23043	0.0503158	0.653044	2.00558	1.50822	1.53885	2.67012	0.881665	0.150068	4.87697	0.103455	0.155836	2.30531	0.2946757
31360	-3182.421	-2916.584	-265.8369	0.444307	0.1827399	0.6158444	0.3253508	13	4.984972	0.2417336	0.0235906	0.214013	0.775097	2.9873	0.9411952	1.07888	0.455716	1.12065	1.15832	0.0503158	0.548578	1.96698	1.50822	1.53885	2.55275	0.937326	0.00890938	4.98497	0.103455	0.282965	2.38939	0.3456784
31370	-3179.06	-2916.608	-262.4519	0.5290436	0.1775564	0.7481879	0.2005173	14	4.986879	0.2138591	0.038889	0.270454	0.840303	2.85035	0.9487052	0.876304	0.434414	1.04215	1.15832	0.0503158	0.548578	1.96698	1.50822	1.65217	2.55275	0.966726	0.0214889	4.98686	0.202461	0.282965	2.28302	0.2113589
31380	-3180.885	-2922.3	-258.5846	0.4180289	0.1963906	0.7381023	0.1601288	14	4.998684	0.2971765	0.019399	0.195091	0.750075	3.03544	0.8982311	0.876304	0.443146	1.04215	1.15832	0.0503158	0.462538	1.96698	1.42821	1.89775	2.28841	0.900714	0.126933	4.98534	0.202461	0.0742273	2.93521	0.1782713
31390	-3178.307	-2919.77	-258.5372	0.4587433	0.1557059	0.5793191	0.149167	14	4.998684	0.2795339	0.0260203	0.224131	0.787762	2.96209	0.7284861	1.1561	0.421101	1.04215	1.15832	0.0503158	0.462538	1.96698	1.42821	1.89775	2.49117	0.898037	0.126933	4.94064	0.168756	0.0742273	2.55679	0.204763
31400	-3186.568	-2929.289	-257.2796	0.4279938	0.1958501	0.8310288	0.09292114	14	4.998684	0.3639965	0.0209514	0.20234	0.759879	3.01683	0.92395	1.23681	0.425124	1.04215	1.15832	0.0503158	0.369507	1.96698	1.42821	1.89283	2.49117	0.82051	0.221229	4.99868	0.168756	0.167411	1.78923	0.1005695
31410	-3185.9	-2923.545	-262.3554	0.472813	0.188243	0.5943533	0.08218271	14	4.963721	0.2770743	0.0284663	0.233797	0.799432	2.9383	0.676536	1.23681	0.174098	1.06233	1.15832	0.0503158	0.4252	1.94665	1.42821	1.89283	2.67126	0.87999	0.20608	4.96372	0.164251	0.167411	2.43904	0.1214757
31420	-3179.556	-2917.921	-261.6348	0.5447669	0.1567771	0.5871186	0.05750901	14	4.963721	0.1767124	0.0419556	0.28014	0.850294	2.82761	0.6446276	1.12431	0.504953	1.06233	1.15832	0.0503158	0.4252	1.93469	1.4022	1.90225	2.67126	0.87999	0.418023	4.96372	0.164251	0.167411	2.22913	0.08921277
31430	-3178.904	-2918.585	-260.3194	0.4465357	0.2073858	0.7590182	0.05686033	14	4.992268	0.1592617	0.0239601	0.215588	0.7771	2.98335	0.8158785	1.12431	0.504953	0.965669	1.15832	0.046363	0.482592	1.93469	1.4022	1.93269	2.32092	0.93617	0.13945	4.99159	0.0383974	0.191484	2.11757	0.06969216
31440	-3170.54	-2910.453	-260.0869	0.4560079	0.2084883	0.6511619	0.05926817	14	4.992268	0.246943	0.0255535	0.22223	0.785417	2.9668	0.71043	0.949101	0.426151	0.965669	1.15832	0.046363	0.569192	1.93469	1.4022	1.93269	2.68555	0.973368	0.475211	4.99227	0.0383974	0.110633	2.29411	0.08342576
31450	-3176.494	-2915.648	-260.8458	0.4226781	0.1748771	0.5832492	0.2629178	14	4.993896	0.192053	0.0201174	0.198484	0.754699	3.0267	0.8461671	0.986873	0.420448	0.965669	1.15832	0.046363	0.569192	1.89671	1.39384	1.93269	2.68555	0.989284	0.270362	4.87709	0.101606	0.189604	2.29411	0.3107162
31460	-3181.407	-2923.804	-257.6025	0.4768549	0.1919719	0.6990205	0.1171101	14	4.896788	0.3852506	0.0291823	0.236538	0.802668	2.93161	0.8161307	1.0884	0.422903	1.11831	1.15832	0.046363	0.521516	1.9384	1.31869	1.93269	2.68555	1.02705	0.236234	4.89619	0.101606	0.161844	2.47478	0.1434943
31470	-3171.897	-2913.291	-258.6056	0.4383506	0.1852292	0.7277362	0.187439	14	4.986188	0.3304255	0.0226134	0.20978	0.769656	2.99795	0.9151752	1.07859	0.422903	1.21091	1.15832	0.046363	0.541044	1.9384	1.36186	1.93269	2.68205	1.02705	0.279186	4.98619	0.140498	0.161844	2.58151	0.2048122
31480	-3183.587	-2920.024	-263.5636	0.5585998	0.1791257	0.4984419	0.1705189	14	4.990792	0.329527	0.0446978	0.288461	0.858633	2.80821	0.6689608	1.00893	0.422903	0.997009	1.1621	0.046363	0.414937	2.01262	1.5438	1.93269	2.55717	0.99911	0.0748745	4.96233	0.140498	0.161844	2.58151	0.2549012
31490	-3184.755	-2923.492	-261.2638	0.4801167	0.187386	0.5410463	0.09081126	14	4.976552	0.2815375	0.0297643	0.238737	0.805244	2.92625	0.6318576	0.916949	0.233318	0.749224	1.32428	0.046363	0.649389	2.01262	1.50024	1.93269	2.38693	1.05673	0.410685	4.95937	0.140498	0.161844	2.78696	0.1437211
31500	-3185.552	-2919.286	-266.2655	0.4117851	0.1792108	0.5792545	0.1140205	14	4.976552	0.4006179	0.0184507	0.190504	0.743725	3.04732	0.6932749	0.916949	0.270438	2.0627	1.32428	0.046363	0.609467	2.01262	1.53157	1.7112	2.48705	1.18645	0.771262	4.96754	0.140498	0.161844	2.78696	0.1644664
31510	-3195.309	-2931.265	-264.0437	0.5689945	0.1871744	0.6163643	0.1009882	14	4.987412	0.2945477	0.0467828	0.294592	0.864637	2.79399	0.7173525	0.915849	0.234123	1.65948	1.32428	0.046363	0.595594	2.01262	1.53157	1.7112	2.48705	1.18645	0.634914	4.97655	0.140498	0.292212	2.78696	0.140779
31520	-3188.017	-2923.219	-264.7981	0.4020072	0.1787923	0.5959084	0.1139033	14	4.987412	0.2464607	0.017005	0.183254	0.733444	3.0663	0.7098117	0.915849	0.344976	0.740986	1.32428	0.046363	0.734752	2.01262	1.58146	1.7112	2.48705	1.18645	0.824951	4.97267	0.0851597	0.292212	2.51716	0.1604697
31530	-3187.743	-2923.568	-264.1753	0.4106579	0.1661109	0.6546303	0.2601784	14	4.96049	0.2027949	0.0182815	0.189672	0.742561	3.04949	0.9148086	0.800633	0.412301	0.969847	1.32428	0.046363	0.634867	1.97295	1.6009	1.7112	2.48705	1.3766	0.824951	4.95056	0.0851597	0.292212	2.51716	0.2844074
31540	-3193.954	-2929.836	-264.1178	0.4723754	0.1659648	0.5307037	0.06635681	14	4.96049	0.2028676	0.0283891	0.233499	0.799078	2.93903	0.5970605	1.17621	0.327986	1.55176	1.32428	0.046363	0.462435	1.97295	1.5842	1.7112	2.31456	1.3766	0.394236	4.96049	0.0851597	0.0910188	2.16592	0.1111392
31550	-3185.623	-2921.506	-264.1167	0.4006732	0.1595271	0.6654595	0.05923587	14	4.96049	0.2870962	0.0168117	0.182259	0.732008	3.06892	0.7246953	1.15282	0.327986	1.01656	1.35094	0.046363	0.651377	1.98167	1.5842	1.7112	2.981	1.37526	0.426929	4.96049	0.0851597	0.120379	2.16592	0.08173899
31560	-3181.633	-2917.018	-264.6147	0.4322767	0.1449599	0.6196006	0.07628077	14	4.946599	0.2832092	0.0216328	0.205429	0.763972	3.00897	0.6958813	1.08008	0.393325	1.20521	1.35094	0.046363	0.538673	1.98167	1.5842	1.77636	2.981	1.39601	0.604684	4.9466	0.0851597	0.239639	2.4271	0.1096175
31570	-3191.846	-2925.651	-266.1953	0.4303498	0.1375416	0.6142229	0.2832654	14	4.946599	0.2172928	0.0213252	0.204041	0.762139	3.01249	0.8974882	0.818424	0.242841	1.20521	1.35094	0.182618	0.643434	1.96499	1.5842	1.77636	2.75399	1.39601	0.604684	4.9466	0.0851597	0.239639	2.76031	0.3156201
31580	-3189.103	-2922.03	-267.0728	0.3994692	0.1571217	0.703337	0.09101993	14	4.965216	0.3301027	0.0166379	0.181359	0.730706	3.0713	0.794357	1.08813	0.460157	1.20521	1.35094	0.182618	0.612409	2.21848	1.5842	1.70381	2.69782	1.23729	0.664447	4.96522	0.164629	0.239639	3.03994	0.1145832
31590	-3180.188	-2914.786	-265.4023	0.468732	0.1483382	0.572504	0.1964483	14	4.965216	0.1896056	0.0277493	0.231014	0.796112	2.94512	0.7689522	1.18108	0.460157	1.17283	1.35094	0.182618	0.475718	2.21848	1.53662	1.70381	2.69782	1.28512	0.908221	4.95965	0.0452146	0.160299	2.88875	0.2554753
31600	-3187.848	-2927.766	-260.0814	0.4732872	0.1788567	0.6397639	0.1878072	14	4.987914	0.2511191	0.02855	0.23412	0.799814	2.93752	0.8275711	1.18108	0.460157	1.40468	1.43781	0.182618	0.439102	1.98329	1.53662	1.70381	2.69782	1.09662	0.701884	4.98791	0.0452146	0.160299	2.88875	0.2269378
31610	-3170.618	-2909.003	-261.6149	0.4303428	0.1524896	0.6447876	0.127177	14	4.947242	0.2549293	0.0213241	0.204036	0.762133	3.01251	0.7719646	1.25525	0.460157	0.912311	1.44997	0.182618	0.442425	1.89398	1.53662	1.48532	2.94051	1.07917	0.65954	4.9471	0.0452146	0.18386	2.88875	0.1647445
31620	-3180.653	-2916.084	-264.5694	0.4517028	0.1889223	0.6154764	0.1166167	14	4.904476	0.2678206	0.0248248	0.219222	0.781676	2.97428	0.7320931	1.14187	0.4064	1.34824	1.44997	0.182618	0.442425	1.89398	1.53662	1.48532	2.5872	1.07671	0.226667	4.90448	0.0492974	0.132868	2.32073	0.1592922
31630	-3188.229	-2921.661	-266.5685	0.4619963	0.1895885	0.8589888	0.1325893	13	4.98346	0.1943639	0.0265792	0.226384	0.790517	2.95652	0.9915781	1.20845	0.522574	1.15491	1.44997	0.182618	0.431088	2.09372	1.54629	1.9536	2.73677	1.07671	0.235799	4.6832	0.0492974	0.0607695	2.99174	0.1337154
31640	-3186.688	-2923.28	-263.408	0.4132414	0.1977104	0.6908873	0.05856105	14	4.98346	0.2909559	0.0186701	0.191576	0.745221	3.04453	0.7494484	1.49548	0.522574	0.455466	1.44997	0.310622	0.431088	2.14307	1.54629	1.9536	2.84769	1.05141	0.28595	4.79743	0.0492974	0.181676	2.61082	0.07813887
31650	-3184.693	-2917.503	-267.1899	0.579395	0.1321414	0.6439051	0.2160216	13	4.98346	0.1736234	0.048888	0.300623	0.870431	2.78006	0.8599267	1.49548	0.526901	1.27379	1.44997	0.397831	0.459296	2.22395	1.54629	1.93185	2.84769	1.03701	0.28595	4.98346	0.0492974	0.086384	2.61082	0.2512093
31660	-3193.781	-2925.192	-268.5888	0.4934524	0.1710093	0.5511056	0.1626336	12	4.988903	0.1853017	0.0321807	0.24762	0.815445	2.90475	0.7137393	1.41505	0.526901	1.27379	1.44997	0.397831	0.459296	2.45867	1.54629	2.06839	2.73953	1.13162	0.319148	4.98879	0.0454219	0.086384	2.72386	0.2278614
31670	-3186.862	-2922.733	-264.1292	0.5158806	0.1789144	0.4933259	0.2461463	14	4.988903	0.1826595	0.0363676	0.262157	0.831488	2.86999	0.7394721	1.40766	0.615879	1.27379	1.44917	0.397831	0.459296	2.45867	1.54629	2.10432	3.16925	0.875959	0.400326	4.9889	0.0454219	0.086384	2.72386	0.3328676
31680	-3204.044	-2939.798	-264.2456	0.6114217	0.149384	0.6245987	0.1519425	14	4.988903	0.221002	0.055472	0.318562	0.887036	2.73893	0.7765412	1.40377	0.610682	1.71672	1.44917	0.0224478	0.514484	2.45867	1.54629	2.10432	3.24495	0.877586	0.38695	4.98758	0.091443	0.142624	2.72386	0.1956658
31690	-3190.324	-2926.579	-263.745	0.4822111	0.1823981	0.5937578	0.1853826	14	4.996013	0.1952793	0.0301399	0.240144	0.80688	2.92284	0.7791403	1.39741	0.658992	0.726878	1.44917	0.0224478	0.518602	2.45867	1.54629	2.10432	3.24495	0.877586	0.291583	4.99562	0.091443	0.142624	2.72386	0.2379322
31700	-3183.871	-2918.362	-265.5089	0.4037186	0.1460148	0.5531344	0.2178156	14	4.996013	0.3386515	0.0172545	0.184528	0.735273	3.06294	0.7709501	1.39741	0.744508	0.726878	1.3267	0.0224478	0.436493	2.45867	1.54629	2.10432	3.05522	0.986053	0.129427	4.99601	0.091443	0.144829	2.72386	0.2825288
