Iteration	Posterior	Likelihood	Prior	alpha_morpho	clock_morpho	diversification	extinction_rate	num_samp_anc	origin_time	psi	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	speciation_rate	t[1]	t[2]	t[3]	t[4]	t[5]	t[6]	t[7]	t[8]	t[9]	t[10]	t[11]	t[12]	t[13]	t[14]	t[15]	t[16]	turnover
92930	-3168.386	-2912.666	-255.7203	0.5096528	0.1710165	0.8949485	0.02733402	15	4.984681	0.407171	0.0351905	0.258171	0.827167	2.87947	0.9222825	1.0491	0.40437	0.499012	1.06048	0.0459052	0.397666	2.74531	1.13685	2.48912	1.88968	1.14209	1.31351	4.98396	0.0331749	0.0964574	2.74372	0.02963736
92940	-3170.719	-2913.569	-257.1493	0.4973123	0.1533933	0.5526549	0.002519705	16	4.984681	0.2522656	0.0328907	0.250158	0.818303	2.89865	0.5551746	1.14802	0.499977	0.956099	1.06407	0.0459052	0.62873	2.98853	1.24	2.60391	1.88968	1.49764	1.48593	4.98468	0.00901607	0.14414	2.74372	0.004538581
92950	-3188.444	-2930.352	-258.0918	0.5223004	0.1459852	0.4734706	0.003188684	16	4.984681	0.2573517	0.0375918	0.266225	0.83584	2.86034	0.4766593	1.11952	0.499977	0.815888	1.06407	0.0459052	0.636404	2.98853	1.18426	2.37454	1.88968	1.49764	1.48593	4.98468	0.00901607	0.14414	2.03673	0.00668965
92960	-3180.165	-2920.609	-259.556	0.4309439	0.1676824	0.5368943	0.001549322	16	4.989894	0.3161078	0.0214199	0.20447	0.762706	3.0114	0.5384437	1.06514	0.499977	0.815888	1.16871	0.0459052	0.546063	2.59844	1.22092	2.39104	1.88968	1.55723	2.10667	4.97766	0.00901607	0.14414	2.03673	0.002877408
92970	-3173.731	-2919.411	-254.3201	0.4408406	0.1753166	0.8006791	0.001429207	16	4.990374	0.1947596	0.02302	0.211553	0.771947	2.99348	0.8021083	1.18111	0.401921	0.815888	1.07948	0.0459052	0.383694	2.59844	1.22965	2.39104	1.88968	1.34919	1.37802	4.99037	0.00901607	0.14414	2.03673	0.001781813
92980	-3173.559	-2920.164	-253.3945	0.4563797	0.1548197	0.90283	0.001145443	16	4.906528	0.227255	0.0256167	0.222489	0.785737	2.96616	0.9039755	1.18111	0.357357	0.596044	0.99845	0.0389337	0.42218	2.59844	1.22965	2.35597	1.86927	1.25341	1.37802	4.90653	0.00901607	0.14414	2.42598	0.001267117
92990	-3176.994	-2926.425	-250.5689	0.4542336	0.1809207	0.7638558	0.001618446	16	4.979958	0.3676779	0.0252523	0.220992	0.783883	2.96987	0.7654742	1.19134	0.357357	0.596044	1.08259	0.0389337	0.42218	2.65713	1.22965	2.35597	2.05204	1.29108	1.40729	4.97996	0.00901607	0.0844976	2.42598	0.002114305
93000	-3169.267	-2915.911	-253.3558	0.4063186	0.1884732	0.6738144	0.005081625	16	4.979958	0.4124371	0.0176364	0.18646	0.738028	3.05787	0.6788961	1.1276	0.494408	0.596044	1.0712	0.00971495	0.405286	2.60399	1.19061	2.43446	1.93223	1.29108	0.928918	4.9798	0.00901607	0.100612	2.42598	0.00748513
93010	-3171.62	-2920.84	-250.7801	0.399843	0.1675564	0.9123549	0.006214003	16	4.979958	0.2573384	0.0166918	0.181639	0.731111	3.07056	0.9185689	1.14495	0.463249	0.596044	0.930195	0.00971495	0.455144	2.61396	1.13907	2.3413	1.9234	1.11506	0.928918	4.97996	0.00901607	0.100612	2.42598	0.006764874
93020	-3170.366	-2917.268	-253.0984	0.5880369	0.1711809	0.7513815	0.0188537	16	4.979958	0.3440023	0.0506504	0.305557	0.875091	2.7687	0.7702352	1.22787	0.463249	1.25482	0.835046	0.00971495	0.317854	2.61396	1.15848	2.319	1.60882	1.13337	1.07818	4.97961	0.00901607	0.100612	2.22552	0.02447785
93030	-3168.614	-2914.866	-253.7483	0.5125859	0.179446	0.6592196	0.01934572	16	4.968489	0.1960833	0.0357435	0.260053	0.829214	2.87499	0.6785653	1.18435	0.444238	0.599452	0.871836	0.00971495	0.389866	2.61396	1.14515	2.319	1.60882	1.22024	1.05609	4.96596	0.00901607	0.118097	2.54809	0.02850974
93040	-3174.217	-2910.177	-264.0395	0.5578646	0.1775022	0.7357734	0.05791636	13	4.968489	0.3175844	0.0445511	0.288023	0.8582	2.80923	0.7936898	1.20402	0.444238	0.896875	0.877517	0.00971495	0.544416	2.62856	1.02742	2.319	1.48626	1.22024	0.909543	4.96849	0.0246747	0.14226	2.54809	0.07297103
93050	-3180.068	-2923.725	-256.3432	0.455037	0.1710999	0.7155335	0.0242302	15	4.968489	0.2993292	0.0253885	0.221553	0.784579	2.96848	0.7397637	1.14998	0.492902	0.837367	0.925352	0.0929073	0.414071	2.62856	1.17888	2.319	1.48626	1.24803	0.448167	4.96849	0.0246747	0.059419	2.54809	0.03275398
93060	-3187.782	-2924.529	-263.2536	0.4930311	0.1389497	0.8647915	0.04896135	14	4.999348	0.3395374	0.0321035	0.247342	0.815131	2.90542	0.9137528	1.14998	0.765952	0.819091	0.903653	0.0929073	0.414071	2.62856	1.09983	2.23193	1.39472	1.24803	0.448167	4.99935	0.0396042	0.172747	2.54809	0.0535827
93070	-3185.22	-2924.424	-260.7967	0.4079098	0.1847239	0.6435423	0.1010544	14	4.999348	0.2992142	0.0178719	0.18764	0.7397	3.05479	0.7445967	1.14998	0.765952	1.49891	0.929781	0.0929073	0.414071	2.645	1.09983	2.09969	1.7938	1.24803	0.448167	4.99845	0.019362	0.172747	2.32885	0.135717
93080	-3182.55	-2921.885	-260.6659	0.4767993	0.1752979	0.5740251	0.224012	13	4.999348	0.3074566	0.0291724	0.2365	0.802624	2.9317	0.7980371	1.15014	0.497402	1.17529	0.9027	0.0929073	0.414071	2.645	1.04544	2.21797	1.711	1.24803	0.322783	4.99867	0.019362	0.134603	1.96508	0.2807038
93090	-3176.814	-2911.936	-264.8779	0.3991465	0.175222	0.5169241	0.166038	13	4.922242	0.3597738	0.0165915	0.181118	0.730355	3.07193	0.6829621	1.15014	0.497402	0.871992	0.955194	0.10524	0.461383	3.07009	1.08894	2.48029	1.711	1.24803	0.189714	4.92224	0.019362	0.176767	1.96508	0.2431145
93100	-3177.581	-2913.874	-263.7077	0.5213061	0.1547471	0.713943	0.2359199	13	4.919779	0.2583018	0.0374015	0.265598	0.835173	2.86183	0.9498628	0.936004	0.497402	0.871992	0.955194	0.057574	0.504457	3.07009	1.15774	2.53381	1.79086	1.24803	0.444651	4.88268	0.019362	0.22404	1.90687	0.2483726
93110	-3183.33	-2914.311	-269.0185	0.4401491	0.1594216	0.8171114	0.1666654	13	4.993558	0.1229617	0.0229068	0.211062	0.771313	2.99472	0.9837768	1.01104	0.468647	0.871992	0.9457	0.235336	0.487693	3.07009	1.29977	2.53381	1.79086	1.24803	0.231933	4.99356	0.019362	0.248306	2.46817	0.1694138
93120	-3170.402	-2906.444	-263.9578	0.4716036	0.1570961	0.5582841	0.2043176	12	4.993558	0.2207032	0.0282532	0.232974	0.798454	2.94032	0.7626017	1.13213	0.468647	0.871992	0.948427	0.0924596	0.502816	3.07009	1.25379	2.41789	2.42582	1.24803	0.540995	4.99356	0.019362	0.257812	2.41824	0.2679217
93130	-3177.027	-2917.669	-259.3572	0.4740552	0.1402391	0.5536285	0.2823124	14	4.993558	0.2359656	0.0286857	0.234641	0.800432	2.93624	0.835941	1.14685	0.662973	1.53853	0.948427	0.0924596	0.502816	2.97061	1.25638	2.41789	2.42582	1.24803	0.497497	4.99356	0.019362	0.0889746	2.73747	0.3377182
93140	-3169.896	-2908.831	-261.0656	0.3700436	0.1571635	0.5178144	0.1436867	14	4.993558	0.3082176	0.0126405	0.15905	0.696717	3.13159	0.6615011	1.14685	0.423083	1.1934	0.948427	0.201094	0.508235	2.97061	1.20366	2.41789	2.42582	1.18555	0.497497	4.96365	0.019362	0.138948	2.59963	0.2172131
93150	-3179.405	-2916.825	-262.5793	0.4371175	0.1820088	0.8230352	0.07130153	14	4.993558	0.486314	0.022413	0.208899	0.768513	3.00017	0.8943368	1.14636	0.423083	0.989811	0.968046	0.201094	0.418156	2.97061	1.06716	2.21968	2.42582	1.18555	0.375991	4.83112	0.019362	0.172831	2.59963	0.07972559
93160	-3168.263	-2906.823	-261.4402	0.4310619	0.1763701	0.6809756	0.05442974	14	4.980718	0.1731298	0.0214387	0.204555	0.762818	3.01119	0.7354053	1.10471	0.423083	1.07447	0.940287	0.201094	0.549331	2.97061	1.11421	2.21968	2.42582	1.18555	0.502831	4.96113	0.019362	0.223415	2.59581	0.07401325
93170	-3169.987	-2909.713	-260.2738	0.4656615	0.1569454	0.5067567	0.2286486	14	4.987139	0.2124776	0.0272138	0.228909	0.79358	2.9503	0.7354053	1.10471	0.423083	1.07447	0.940287	0.201094	0.549331	2.97061	1.14657	2.21968	2.24718	1.18555	0.638554	4.98714	0.019362	0.223415	2.59581	0.3109151
93180	-3160.602	-2898.106	-262.4956	0.525021	0.1625567	0.5742495	0.1657387	13	4.973287	0.1730134	0.0381138	0.267937	0.837654	2.8563	0.7399881	1.13309	0.436037	0.681311	0.940287	0.0116119	0.578909	2.79055	1.19713	2.21968	2.24718	1.1846	0.638554	4.97329	0.019362	0.12685	2.38693	0.2239748
93190	-3161.218	-2903.08	-258.1374	0.4423126	0.1810343	0.71505	0.1198047	14	4.974964	0.2319018	0.0232617	0.212599	0.77329	2.99085	0.8348547	1.13309	0.669427	0.681311	1.0271	0.0116119	0.490561	2.79055	1.21487	2.56023	2.24718	1.1846	0.50495	4.97464	0.019362	0.12685	2.57915	0.1435036
93200	-3163.12	-2903.106	-260.014	0.4398032	0.184221	0.4686702	0.1343112	14	4.974964	0.3485682	0.0228503	0.210815	0.770995	2.99534	0.6029814	0.993148	0.440419	1.48436	1.07298	0.070705	0.431365	2.79055	1.21487	2.56023	2.48604	1.1846	0.578084	4.97496	0.00565689	0.0435649	2.62757	0.2227452
93210	-3164.367	-2904.66	-259.7077	0.3793398	0.1836795	0.7511384	0.1996005	14	4.98069	0.3015589	0.0138502	0.166162	0.70792	3.11207	0.9507389	1.20107	0.628248	1.23896	0.875929	0.070705	0.431365	2.92625	1.06684	2.56023	2.13671	1.04819	0.741248	4.98069	0.00565689	0.0435649	2.64397	0.2099425
93220	-3160.786	-2901.168	-259.6174	0.4098851	0.1599646	0.7244397	0.2039055	14	4.98069	0.2498208	0.018166	0.189101	0.74176	3.05097	0.9283452	1.12761	0.628248	0.892549	0.875929	0.0961542	0.350574	2.92625	1.06684	2.56931	2.13671	1.10197	0.741248	4.98067	0.00565689	0.0435649	2.62398	0.2196441
93230	-3178.467	-2915.856	-262.6118	0.4533747	0.1624831	0.4631982	0.1454386	13	4.98069	0.1925271	0.0251069	0.220392	0.783136	2.97136	0.6086367	1.12761	0.628248	0.892549	0.832222	0.0961542	0.365377	2.92625	1.17261	2.56931	2.13671	1.10197	0.7811	4.9802	0.00565689	0.121102	2.17118	0.2389579
93240	-3163.591	-2905.408	-258.1824	0.4072273	0.1795557	0.8467351	0.1111751	14	4.98069	0.3064449	0.0177707	0.187134	0.738984	3.05611	0.9579102	1.12761	0.298201	0.9228	0.832222	0.0961542	0.349826	2.92625	1.13811	2.56931	2.13671	1.10197	0.7811	4.98017	0.00565689	0.0972732	1.98596	0.1160601
93250	-3168.952	-2907.601	-261.3514	0.4747311	0.1882601	0.8713826	0.2179366	14	4.998747	0.4211408	0.0288054	0.2351	0.800974	2.93512	1.089319	0.995103	0.298201	0.9228	0.832222	0.0961542	0.414231	2.88703	1.04805	2.4133	2.2766	1.09051	0.215088	4.99875	0.00565689	0.0840445	1.98596	0.2000668
93260	-3164.138	-2903.392	-260.7459	0.4335858	0.1776506	0.589734	0.04824271	14	4.876158	0.3486326	0.0218428	0.20637	0.765209	3.00658	0.6379767	1.12557	0.332802	0.9228	0.823951	0.0961542	0.554856	2.88703	1.04805	2.45167	2.03068	1.09051	0.488096	4.87616	0.00565689	0.103217	1.98596	0.07561829
93270	-3171.951	-2912.752	-259.1988	0.4924276	0.1572582	0.6712398	0.1063755	14	4.943043	0.2298681	0.031993	0.246944	0.814679	2.90638	0.7776153	0.950842	0.41227	0.9228	0.823951	0.0961542	0.574502	2.93822	0.978833	2.40202	2.03068	1.09051	0.632935	4.94304	0.214021	0.164701	2.59531	0.136797
93280	-3174.653	-2911.018	-263.6353	0.444038	0.164495	0.7727383	0.1318488	14	4.948448	0.1423246	0.0235462	0.213822	0.774854	2.98778	0.9045871	1.15301	0.416984	0.9228	0.762166	0.0961542	0.444074	2.93822	0.978833	2.40202	2.03808	1.05626	0.259028	4.94845	0.119233	0.105982	2.73244	0.1457558
93290	-3180.402	-2919.517	-260.8843	0.4798484	0.1667118	0.7618857	0.1235552	14	4.956431	0.2576608	0.0297163	0.238557	0.805033	2.92669	0.8854409	1.24482	0.295497	0.454435	0.757595	0.0961542	0.628997	2.93822	1.00354	2.40202	2.72341	1.22221	0.477624	4.95643	0.119233	0.165614	2.13787	0.1395409
93300	-3174.749	-2910.941	-263.8084	0.3905879	0.148978	0.6832016	0.1393192	14	4.956777	0.1203715	0.0153803	0.174691	0.720891	3.08904	0.8225208	1.29465	0.42357	0.936433	0.896954	0.0961542	0.661114	2.93822	1.0528	2.40202	2.12105	1.36885	0.477624	4.95627	0.119233	0.17437	2.73928	0.1693807
93310	-3166.343	-2900.856	-265.4874	0.5123171	0.1492563	0.6658854	0.1221847	13	4.995792	0.1494201	0.0356928	0.259881	0.829028	2.8754	0.7880701	1.48642	0.352844	0.771486	0.896954	0.0961542	0.504237	2.70844	1.06526	2.40202	2.12105	1.36885	0.630209	4.97239	0.119233	0.138806	2.5621	0.155043
93320	-3174.374	-2909.087	-265.2874	0.4285111	0.1684178	0.8080742	0.1572885	14	4.995792	0.128816	0.0210333	0.202714	0.760377	3.01588	0.9653626	1.47447	0.395774	0.771486	0.896954	0.0863064	0.504237	2.70844	1.06526	2.40202	2.12105	1.16819	0.164629	4.99579	0.119233	0.138806	2.5621	0.162932
93330	-3176.714	-2912.572	-264.1418	0.539839	0.1720593	0.6093172	0.1305391	14	4.995792	0.1860565	0.0409885	0.27713	0.847223	2.83466	0.7398563	1.40452	0.564402	1.1039	0.896954	0.0863064	0.476577	2.61708	1.00112	2.40202	2.12105	1.16819	1.169	4.99445	0.119233	0.15825	2.65334	0.1764385
93340	-3180.895	-2919.47	-261.4254	0.4097386	0.1794911	0.7156459	0.08940657	14	4.995792	0.2975892	0.0181441	0.188993	0.741607	3.05126	0.8050525	1.00925	0.445169	0.433188	0.89155	0.0863064	0.335825	2.61708	1.13026	2.40202	2.12105	1.16819	0.680372	4.99579	0.119233	0.100355	2.89338	0.1110568
93350	-3171.706	-2909.126	-262.5803	0.4754413	0.176741	0.6767927	0.1318931	14	4.976971	0.1612186	0.0289312	0.235581	0.801542	2.93395	0.8086858	1.18668	0.459749	0.433188	0.89155	0.0660013	0.335825	2.61708	1.27478	2.40202	2.12105	1.16819	0.327427	4.97627	0.119233	0.0762903	2.5407	0.1630956
93360	-3162.051	-2902.478	-259.5731	0.42177	0.1651641	0.6331636	0.1488459	14	4.97625	0.1727906	0.0199763	0.197823	0.753803	3.0284	0.7820095	1.18668	0.353529	0.926769	0.89155	0.0660013	0.412656	2.61708	1.1935	2.40202	2.35632	1.1745	0.240629	4.97599	0.0266	0.0762903	2.5407	0.1903377
93370	-3167.67	-2907.061	-260.6095	0.3978036	0.1722438	0.7339308	0.260565	14	4.987548	0.1520753	0.0163988	0.180113	0.728893	3.07459	0.9944957	1.28804	0.353529	0.926769	0.913368	0.0660013	0.412656	2.61708	1.14951	2.40202	2.35632	1.1745	0.192994	4.98755	0.0773097	0.0762903	2.5407	0.2620071
93380	-3171.064	-2911.137	-259.9266	0.4024473	0.2000498	0.6254428	0.2132335	14	4.986676	0.2975979	0.0170691	0.183582	0.733915	3.06543	0.8386763	1.11727	0.257122	0.926769	0.891693	0.0454297	0.520401	2.61708	1.09812	2.40202	2.35632	1.1745	0.405753	4.98667	0.0773097	0.0762903	2.5407	0.2542501
93390	-3162.349	-2903.01	-259.3381	0.4745043	0.148972	0.686047	0.1078172	13	4.987611	0.2754188	0.0287652	0.234946	0.800792	2.9355	0.7938642	1.11727	0.396547	0.926769	1.03396	0.0454297	0.500536	2.70487	1.27267	2.40202	1.93322	1.1745	0.725665	4.7493	0.0773097	0.150853	2.04503	0.1358131
93400	-3161.408	-2900.75	-260.658	0.4522774	0.1653452	0.7382384	0.08011887	14	4.951835	0.3742091	0.0249216	0.219624	0.782179	2.97328	0.8183573	1.0467	0.396547	0.716616	1.03396	0.0355439	0.500536	2.70487	1.36865	2.40202	1.93322	1.1745	0.596672	4.95184	0.0773097	0.176046	1.97963	0.09790207
93410	-3160.039	-2896.871	-263.1682	0.4316037	0.1747032	0.7758883	0.07755987	13	4.951835	0.1672193	0.0215252	0.204945	0.763334	3.0102	0.8534481	1.20351	0.371787	1.11034	1.03396	0.0355439	0.470648	2.70487	1.15801	2.40202	2.32515	1.1745	0.506513	4.91318	0.0382165	0.127024	2.40318	0.09087825
93420	-3164.473	-2901.666	-262.8073	0.5618794	0.1693834	0.7072449	0.07847897	13	4.951835	0.3302264	0.0453535	0.290406	0.860551	2.80369	0.7857238	1.20351	0.371787	1.11034	1.01043	0.0355439	0.350072	2.70487	1.28424	2.40202	1.95341	1.15128	0.455051	4.948	0.0435118	0.113523	2.71238	0.09988111
93430	-3159.631	-2900.901	-258.7296	0.5013312	0.1850378	0.6163258	0.169398	14	4.951835	0.3703868	0.0336348	0.252784	0.821235	2.89235	0.7857238	1.05706	0.593842	0.843927	1.01043	0.0355439	0.350072	2.70487	1.28424	2.40202	1.95341	1.26791	0.51877	4.90515	0.0745922	0.113523	2.95556	0.2155949
93440	-3165.942	-2906.766	-259.1763	0.4632389	0.1829013	0.8286901	0.05861918	14	4.985507	0.2457851	0.0267938	0.227241	0.79156	2.9544	0.8873093	1.25409	0.593842	1.07629	0.883703	0.0355439	0.350072	2.65651	1.15596	2.40202	2.29054	1.26791	0.448201	4.98551	0.172712	0.113523	2.95556	0.06606397
93450	-3180.208	-2916.099	-264.1086	0.3974898	0.1512658	0.7809681	0.08893624	14	4.985507	0.4996461	0.0163539	0.179878	0.72855	3.07522	0.8699043	1.25409	0.448585	1.03671	0.87448	0.059653	0.42557	2.65651	1.01873	2.34249	2.24869	1.26791	0.377524	4.98551	0.172712	0.165003	2.88898	0.1022368
93460	-3165.961	-2904.181	-261.7799	0.4740506	0.1591871	0.7695242	0.2005961	14	4.985507	0.2640831	0.0286849	0.234638	0.800428	2.93625	0.9701203	1.25409	0.448585	0.802761	0.923397	0.0552732	0.42557	2.65651	1.08409	2.34249	2.10538	1.26791	0.449337	4.98551	0.172712	0.0777238	2.88898	0.2067745
93470	-3177.24	-2913.896	-263.3437	0.4780729	0.1897247	0.3836715	0.3253454	14	4.985507	0.2335122	0.0293992	0.23736	0.803634	2.92961	0.7090169	0.964368	0.419444	0.802761	0.796687	0.0552732	0.431704	2.65651	0.99575	2.34249	2.10538	1.37105	0.449337	4.98435	0.249868	0.0777238	2.10048	0.4588683
93480	-3175.309	-2908.48	-266.8293	0.4971021	0.2016814	0.9687741	0.1453489	14	4.985507	0.250224	0.0328519	0.25002	0.818148	2.89898	1.114123	1.31143	0.419444	1.05097	0.796687	0.139441	0.511687	2.65651	0.99575	2.39978	2.10538	1.37105	0.284936	4.94373	0.0478752	0.0777238	2.10048	0.1304603
93490	-3175.366	-2915.004	-260.3612	0.4389539	0.1464563	0.7015731	0.07299411	14	4.990152	0.2779916	0.0227117	0.21021	0.770213	2.99686	0.7745672	1.31143	0.419444	0.615553	0.796687	0.0142878	0.511687	2.65651	0.939724	2.39978	2.10538	1.37105	0.705428	4.75526	0.0478752	0.0777238	2.39687	0.09423857
93500	-3174.683	-2914.537	-260.1451	0.4885548	0.1731471	0.6294457	0.1182553	14	4.990152	0.2805566	0.0312865	0.244378	0.811759	2.91258	0.747701	1.38922	0.480643	1.04579	0.714031	0.0839302	0.355209	2.6379	0.939724	2.39978	2.01323	1.37105	0.668684	4.99015	0.0478752	0.107436	2.38077	0.1581586
93510	-3174.354	-2913.419	-260.9358	0.3989119	0.1469863	0.7077014	0.1054451	13	4.990152	0.2332398	0.0165577	0.180943	0.7301	3.0724	0.8131464	1.29017	0.424407	1.04579	0.714031	0.0839302	0.355209	2.60753	0.991074	2.39978	1.88838	1.37105	0.668684	4.99015	0.0478752	0.107436	2.24598	0.1296754
93520	-3175.217	-2913.276	-261.941	0.4140244	0.1581135	0.662739	0.1504074	13	4.994006	0.226168	0.0187886	0.192152	0.746021	3.04304	0.8131464	1.09828	0.424407	1.03116	0.714031	0.0839302	0.349957	2.73088	0.883572	2.39978	1.88838	1.54504	0.668684	4.99401	0.0478752	0.107436	2.94944	0.1849696
93530	-3168.703	-2909.307	-259.3965	0.4996636	0.1898003	0.6767197	0.06172295	14	4.796165	0.316684	0.0333254	0.251696	0.820024	2.89495	0.7384427	0.865432	0.243668	1.03116	0.716954	0.0839302	0.349957	2.69927	0.883572	2.39978	1.83602	1.54504	0.0416853	4.79616	0.0478752	0.107436	2.02886	0.08358529
93540	-3163.106	-2904.195	-258.9114	0.3990442	0.2295579	0.5666988	0.09205692	14	4.995024	0.2970612	0.0165768	0.181042	0.730244	3.07214	0.6587557	0.865432	0.392109	0.671523	0.655548	0.0151825	0.349957	2.68128	0.816282	2.39978	2.29404	1.409	0.0611734	4.99166	0.0478752	0.0997298	2.02886	0.1397436
93550	-3168.82	-2914.178	-254.6413	0.3321615	0.1908662	0.8303328	0.2005772	14	4.999754	0.2552439	0.00826321	0.129636	0.646064	3.21604	1.03091	0.859279	0.392109	0.671523	0.49739	0.0151825	0.349957	2.58919	0.76154	2.39978	2.29404	1.409	0.341032	4.99972	0.0775247	0.0923446	2.08702	0.1945632
93560	-3162.547	-2914.177	-248.3701	0.4702121	0.2026192	0.7671966	0.2027247	14	4.999754	0.2985664	0.0280086	0.232025	0.797322	2.94264	0.9699213	0.901848	0.392109	0.56812	0.49739	0.0151825	0.338954	2.58919	0.625298	2.39978	2.1097	1.409	0.572919	4.87273	0.149109	0.124794	2.08702	0.2090115
93570	-3167.973	-2912.425	-255.5487	0.4006932	0.2328339	0.4626525	0.5072688	14	4.999754	0.2460803	0.0168145	0.182274	0.73203	3.06888	0.9699213	0.821855	0.392109	0.452135	0.478166	0.0151825	0.338954	2.58919	0.632895	2.39978	2.1097	1.409	0.450988	4.99975	0.0584519	0.124794	2.08702	0.5229999
93580	-3166.167	-2916.592	-249.5747	0.4361348	0.2434638	0.7523992	0.2687713	13	4.999754	0.2273046	0.0222538	0.208197	0.767599	3.00195	1.021171	0.821234	0.28614	0.563454	0.494126	0.116627	0.474643	2.58919	0.665365	2.39978	2.1097	1.23038	0.450988	4.99975	0.0584519	0.131722	2.67523	0.2631993
93590	-3162.499	-2907.429	-255.0705	0.4223855	0.2176966	0.6057747	0.4686729	14	4.999754	0.2155721	0.0200719	0.198271	0.754411	3.02725	1.074448	0.864712	0.302923	0.544593	0.494126	0.116627	0.517039	2.58919	0.610296	2.39978	2.1097	1.23038	0.187194	4.78986	0.0584519	0.205965	2.80878	0.4361989
93600	-3157.173	-2902.156	-255.0171	0.4331793	0.1878559	0.6584718	0.1070083	14	4.989004	0.4270065	0.0217775	0.206078	0.764826	3.00732	0.7654801	0.903556	0.339334	0.600647	0.494126	0.0676168	0.517039	2.58919	0.616425	2.39978	2.1097	1.23038	0.0818957	4.87542	0.0584519	0.173426	2.80878	0.1397923
93610	-3166.371	-2910.218	-256.1539	0.4842025	0.1837168	0.7438337	0.1633088	14	4.961422	0.3591433	0.0304984	0.241478	0.808424	2.9196	0.9071425	0.977985	0.421651	0.770645	0.556039	0.0676168	0.467447	2.58919	0.616425	2.25048	2.1097	1.23038	0.223098	4.96142	0.0584519	0.107555	2.71743	0.1800256
93620	-3166.387	-2912.239	-254.1481	0.4686162	0.2538806	0.652449	0.0687179	14	4.99655	0.2462784	0.027729	0.230934	0.796017	2.94532	0.7211669	0.977985	0.286156	0.387625	0.502163	0.0676168	0.416705	2.58919	0.689313	2.25048	2.1097	1.17382	0.123027	4.99655	0.0628258	0.107555	1.90193	0.0952871
93630	-3158.496	-2900.823	-257.6732	0.4412851	0.2064241	0.8691095	0.05014855	14	4.977999	0.4599321	0.0230929	0.211869	0.772353	2.99268	0.9192581	1.04179	0.309144	1.00153	0.529764	0.0193302	0.405212	2.58919	0.909372	2.35557	2.24682	1.17382	0.04007	4.47202	0.0628258	0.0932664	2.16001	0.05455329
93640	-3152.183	-2897.017	-255.1658	0.4402248	0.1912415	0.7727223	0.1490151	14	4.962574	0.2680098	0.0229192	0.211115	0.771382	2.99458	0.9217374	1.10742	0.309144	0.685975	0.639065	0.0193302	0.405212	2.58919	0.812574	2.35557	2.23575	1.17382	0.037156	4.90725	0.030985	0.0932664	2.16001	0.1616676
93650	-3156.831	-2899.326	-257.5051	0.3897524	0.2202588	0.482271	0.2127024	14	4.962574	0.3283612	0.0152642	0.17406	0.719949	3.09073	0.6949734	0.929099	0.265162	0.685975	0.690233	0.0193302	0.405212	2.58919	0.812574	2.35557	2.23575	1.36358	0.142078	4.9538	0.030985	0.100759	2.63852	0.3060583
93660	-3171.417	-2912.864	-258.5529	0.356297	0.2062708	0.6912353	0.1993136	14	4.961461	0.3322965	0.010947	0.148444	0.679303	3.16131	0.8905489	0.923189	0.36649	0.777192	0.734526	0.0193302	0.413095	2.49304	0.812574	2.35557	2.0335	1.36358	0.158629	4.96146	0.030985	0.132939	2.47403	0.2238099
93670	-3159.053	-2898.15	-260.903	0.3951828	0.1872083	0.6924618	0.3059549	13	4.994542	0.2974802	0.0160256	0.178148	0.726015	3.07981	0.9984167	0.842123	0.439373	0.777192	0.851454	0.0193302	0.389797	2.49304	1.0205	2.28932	2.0335	1.25997	0.21975	4.99448	0.030985	0.109524	2.47403	0.3064401
93680	-3158.683	-2900.259	-258.4244	0.4523797	0.1851257	0.6375618	0.1456493	13	4.833211	0.3407558	0.0249389	0.219696	0.782268	2.9731	0.7832111	0.912069	0.333023	0.652343	0.851454	0.0193302	0.633425	2.49304	0.888267	2.28932	2.0335	1.25997	0.21975	4.82897	0.030985	0.175882	1.96281	0.1859642
93690	-3167.618	-2908.735	-258.8833	0.4343806	0.1827966	0.5957446	0.07613312	14	4.988829	0.2749359	0.0219706	0.20694	0.765957	3.00513	0.6718777	0.961812	0.268667	1.04625	0.851454	0.0593393	0.605143	2.49304	0.930408	2.28932	2.0335	1.37953	0.198467	4.98883	0.030985	0.175882	2.12858	0.1133139
93700	-3176.554	-2915.545	-261.0096	0.568605	0.2202501	0.617201	0.1229976	13	4.988829	0.2150611	0.0467044	0.294364	0.864416	2.79452	0.7401986	0.904733	0.342027	0.956701	0.851454	0.139669	0.578161	2.49304	1.21502	2.28932	2.22363	1.37953	0.159133	4.98877	0.030985	0.201912	2.33063	0.1661684
93710	-3169.142	-2909.702	-259.4394	0.4358009	0.1669535	0.7601297	0.08620365	14	4.988829	0.2973815	0.0221998	0.207958	0.767287	3.00256	0.8463333	0.825164	0.202332	0.956701	0.851454	0.126073	0.604178	2.49304	0.946864	2.28932	2.22363	1.29998	0.159133	4.98758	0.030985	0.3443	2.49592	0.1018554
93720	-3168.17	-2906.949	-261.2208	0.4513749	0.1935863	0.6876828	0.07878136	14	4.988829	0.2994869	0.0247696	0.218992	0.781388	2.97485	0.7664642	0.925464	0.373213	0.682063	0.810831	0.126073	0.555913	2.49304	1.01733	2.28932	2.22363	1.274	0.112647	4.98883	0.030985	0.0404754	2.49592	0.1027854
