Iteration	Posterior	Likelihood	Prior	alpha_morpho	clock_morpho	diversification	extinction_rate	num_samp_anc	origin_time	psi	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	speciation_rate	t[1]	t[2]	t[3]	t[4]	t[5]	t[6]	t[7]	t[8]	t[9]	t[10]	turnover
900	-1783.836	-1572.385	-211.4514	0.2303398	0.07555365	0.6387435	0.01219566	10	4.261169	0.2096232	0.00131851	0.0529064	0.458152	3.48762	0.6509392	0.130106	1.68177	1.04659	1.2542	1.81221	0.418102	0.515105	2.90058	1.58427	2.51177	0.01873548
910	-1780.198	-1567.559	-212.6396	0.2491791	0.08833632	0.6004198	0.042486	10	4.878791	0.1654398	0.00207372	0.0660978	0.499751	3.43208	0.6429058	0.127162	1.2154	1.1442	1.17733	1.81221	0.401664	0.721927	3.04229	1.58289	2.69753	0.06608432
920	-1787.39	-1568.894	-218.4961	0.2330099	0.08204898	0.5977173	0.1216002	8	4.970879	0.183619	0.0014122	0.0547247	0.464261	3.4796	0.7193175	0.276204	1.2154	1.19559	1.40898	1.93776	0.367108	0.892846	3.062	1.64579	2.67165	0.1690494
930	-1786.759	-1571.375	-215.384	0.229854	0.09598121	0.5950054	0.1065628	10	4.669763	0.2455316	0.00130192	0.0525776	0.457033	3.48909	0.7015682	0.169894	1.2154	0.900707	1.40898	2.34051	0.25567	0.766522	2.90423	1.5565	2.56638	0.1518923
940	-1778.318	-1566.8	-211.5176	0.2141144	0.0897157	0.6010109	0.04216099	10	4.908681	0.2064984	0.000837319	0.0422942	0.419482	3.53739	0.6431719	0.0829377	1.33046	1.31594	1.40898	1.3826	0.257018	0.66736	3.14386	1.58783	2.73842	0.06555166
950	-1789.607	-1575.607	-213.9993	0.2445396	0.09377115	0.671776	0.04851861	10	4.711196	0.1630767	0.00186697	0.0627759	0.489828	3.44553	0.7202946	0.287087	1.38995	0.925096	1.40898	1.56502	0.307391	0.608364	3.25412	1.58893	2.9368	0.0673594
960	-1800.542	-1579.285	-221.2565	0.2655139	0.05851467	0.4760053	0.03191213	10	4.801045	0.1623833	0.00291498	0.0781006	0.533081	3.3859	0.5079174	0.224614	1.38995	0.924628	1.40898	1.67297	0.486113	0.568105	3.24946	1.7601	2.70352	0.06282937
970	-1792.065	-1570.167	-221.8987	0.2238205	0.07213562	0.4605333	0.04974916	10	4.958706	0.1026807	0.00110738	0.0485481	0.442936	3.50741	0.5102825	0.264993	1.7195	1.01984	1.76772	2.57692	0.336811	0.541193	3.13564	1.7601	2.83769	0.09749337
980	-1794.794	-1573.173	-221.6214	0.2644112	0.06901806	0.4969111	0.06809247	10	4.9414	0.1583005	0.00285252	0.0772772	0.530908	3.38896	0.5650035	0.4063	1.15836	1.01984	1.76772	2.57692	0.368797	0.569304	3.13564	2.02779	2.90637	0.1205169
990	-1795.846	-1577.276	-218.5702	0.2502732	0.07810242	0.5437874	0.0230566	10	4.835787	0.1315365	0.00212452	0.0668874	0.502062	3.42893	0.566844	0.202805	1.15836	1.14563	1.8685	2.66869	0.364741	0.399072	3.17461	2.02779	2.9617	0.04067538
1000	-1799.646	-1579.51	-220.1355	0.1750815	0.07109573	0.6148278	0.01936317	10	4.335677	0.1824908	0.000198754	0.0207486	0.31559	3.66346	0.6341909	0.121409	1.20289	1.34391	1.8685	2.66869	0.320652	0.40185	3.17461	2.07866	2.98172	0.03053208
1010	-1809.399	-1588.227	-221.1713	0.2632116	0.07189607	0.6189163	0.09692604	10	4.883788	0.1756231	0.00278551	0.0763833	0.528531	3.3923	0.7158423	0.270313	1.81987	1.58749	1.95157	3.00377	0.332083	0.805562	3.1579	2.13436	2.77718	0.1354014
1020	-1799.234	-1580.508	-218.7267	0.2680879	0.07562379	0.8447721	0.02673995	10	4.911519	0.2010495	0.00306402	0.080029	0.538111	3.3788	0.871512	0.118513	1.3687	1.33668	2.05214	2.84664	0.442211	0.580828	3.1579	2.13436	2.89933	0.03068225
1030	-1801.086	-1581.037	-220.0489	0.244925	0.07495878	0.6066346	0.05971756	9	4.654267	0.2168569	0.00188361	0.0630501	0.49066	3.44441	0.6663522	0.144951	1.50785	0.774078	1.60597	2.69302	0.372232	0.769764	3.38151	2.20893	2.89933	0.08961861
1040	-1783.763	-1563.417	-220.3451	0.2402897	0.08045879	0.7308777	0.1131459	10	4.974465	0.2092275	0.00168968	0.0597725	0.480556	3.45798	0.8440236	0.28125	1.18597	1.16606	1.58734	2.66388	0.346806	0.457836	3.31239	1.73306	2.89933	0.1340553
1050	-1784.91	-1566.435	-218.4745	0.2690713	0.06881979	0.5584407	0.08684162	10	4.873087	0.1735137	0.00312217	0.0807681	0.540017	3.37609	0.6452823	0.100768	1.18597	1.16433	1.59323	2.36312	0.442518	0.585864	3.31239	1.74057	3.01674	0.1345793
1060	-1796.955	-1578.796	-218.1596	0.23296	0.09289852	0.6086727	0.04501288	10	4.908283	0.1601655	0.00141041	0.0546905	0.464147	3.47975	0.6536856	0.230556	1.47085	1.0428	1.59323	2.41705	0.51357	0.367529	3.40149	1.67674	2.76509	0.06886014
1070	-1798.22	-1572.128	-226.0921	0.2332846	0.06758703	0.4081395	0.08290215	9	4.684338	0.1902963	0.00142208	0.0549129	0.464885	3.47878	0.4910417	0.160047	1.47085	1.0428	1.45013	2.2259	0.604756	0.278395	3.21739	1.66236	2.76509	0.1688292
1080	-1794.432	-1569.338	-225.0939	0.2334859	0.06806607	0.5536637	0.05985535	8	4.995039	0.1237746	0.00142935	0.0550508	0.465342	3.47818	0.6135191	0.0218787	1.32062	1.36847	1.2698	2.79111	0.781266	0.339984	3.28748	1.69474	2.97534	0.0975607
1090	-1800.97	-1577.057	-223.913	0.2436345	0.08904099	0.5204447	0.03400492	9	4.744995	0.241303	0.00182825	0.062133	0.487868	3.44817	0.5544497	0.14832	1.61177	1.21812	1.0418	3.14374	0.703748	0.51762	3.35627	1.32966	2.9639	0.06133094
1100	-1790.899	-1570.649	-220.2505	0.2888642	0.09433972	0.7016432	0.03964465	10	4.974318	0.1558832	0.00443556	0.0958651	0.576619	3.32308	0.7412879	0.0892677	1.64753	1.28534	1.0418	2.79033	0.64979	0.645413	3.30839	1.26132	3.04747	0.05348078
1110	-1791.528	-1572.706	-218.8217	0.2542809	0.09138503	0.6250406	0.02498804	10	4.999565	0.1692485	0.0023173	0.0697985	0.510427	3.41746	0.6500286	0.0115425	2.07659	1.1694	1.0418	2.85457	0.261005	0.645413	3.42021	1.2827	3.04747	0.03844144
1120	-1793.856	-1574.841	-219.0149	0.2119195	0.07982668	0.4975018	0.01649494	10	4.734257	0.1379443	0.000783233	0.0409224	0.414045	3.54425	0.5139968	0.009821	1.47098	1.21055	1.02326	2.85457	0.457248	0.347775	3.36279	1.18669	3.00261	0.03209153
1130	-1794.058	-1572.484	-221.5741	0.2169713	0.07962462	0.5992058	0.02513765	10	4.900762	0.09386995	0.000911502	0.0441039	0.426485	3.5285	0.6243435	0.195716	1.53767	1.35691	0.810396	2.85457	0.398453	0.580965	3.6013	1.14491	3.16043	0.04026254
1140	-1794.727	-1569.26	-225.4679	0.2266061	0.07194456	0.5738722	0.02215855	10	4.953044	0.2723392	0.00119458	0.0503957	0.44949	3.49892	0.5960308	0.0553545	1.53767	1.35691	0.831607	2.77217	0.591253	0.745964	3.8731	1.0798	3.20824	0.03717685
1150	-1789.967	-1567.504	-222.4632	0.2550531	0.07117769	0.5836722	0.04206228	10	4.995645	0.103554	0.00235567	0.0703627	0.512021	3.41526	0.6257344	0.0861837	1.51335	1.35691	0.831607	3.18895	0.562036	0.581705	3.5677	1.02904	3.20824	0.06722066
1160	-1793.416	-1572.258	-221.159	0.2045514	0.08867523	0.4577795	0.0509987	10	4.863117	0.1786988	0.000619406	0.0364418	0.395432	3.56751	0.5087782	0.1156	1.13247	1.35691	0.801521	3.18895	0.473374	0.779403	3.5677	1.00436	3.20824	0.1002376
1170	-1792.35	-1571.106	-221.2438	0.2249942	0.08176333	0.7515871	0.1237283	10	4.993933	0.09844858	0.00114358	0.0493238	0.445707	3.50383	0.8753154	0.0918016	1.13247	1.02656	0.801521	3.28473	0.460121	0.657545	3.65597	1.00436	2.93582	0.1413529
1180	-1788.286	-1561.872	-226.4139	0.2473279	0.07488483	0.709022	0.057912	9	4.993933	0.1449259	0.00198955	0.0647671	0.495817	3.43743	0.766934	0.0922097	0.355076	0.159035	1.14732	3.28473	0.557396	0.756762	3.56131	1.39192	2.93582	0.07551105
1190	-1791.482	-1563.89	-227.5919	0.2376597	0.06880432	0.6374424	0.1285484	8	4.902631	0.1961364	0.00158566	0.0579342	0.474729	3.46575	0.7659908	0.379936	0.752804	0.174041	1.31233	2.24823	0.560598	0.532962	3.59266	1.42143	3.05508	0.1678198
1200	-1782.651	-1554.658	-227.9934	0.2424938	0.06993476	0.7094057	0.05218206	8	4.989479	0.08927175	0.00178019	0.0613252	0.485387	3.45151	0.7615877	0.222594	0.575359	0.0224261	1.25252	1.83494	0.605865	0.470711	3.45308	1.42143	3.10579	0.06851747
1210	-1789.555	-1568.399	-221.156	0.2155631	0.08229939	0.6253869	0.04977001	9	4.581307	0.1599116	0.000874396	0.0432085	0.423044	3.53287	0.675157	0.0271198	0.660547	0.21144	1.2005	2.29164	0.624427	0.470711	3.0388	1.33137	2.60065	0.07371621
1220	-1786.237	-1563.745	-222.4913	0.2554138	0.0817871	0.575303	0.0928226	9	4.721326	0.1212315	0.00237373	0.0706266	0.512764	3.41424	0.6681256	0.145138	0.458843	0.245614	1.14151	2.73037	0.641143	0.385576	3.01539	1.41064	2.60065	0.1389299
1230	-1784.768	-1559.287	-225.4806	0.2770089	0.08808663	0.6587937	0.05586981	8	4.74342	0.07103776	0.00361602	0.0867757	0.555094	3.35451	0.7146636	0.145138	0.458843	0.0911748	1.14151	2.07818	0.561793	0.405083	3.02419	1.41064	2.88244	0.07817639
1240	-1770.567	-1549.406	-221.1616	0.2332862	0.08617488	0.6667716	0.09748359	8	4.773774	0.1595218	0.00142214	0.0549139	0.464889	3.47878	0.7642552	0.449916	0.761869	0.136541	1.14151	2.7832	0.383074	0.165807	3.02605	1.41064	2.63445	0.1275537
1250	-1768.843	-1549.35	-219.4933	0.2572094	0.09049638	0.5559788	0.04239484	9	4.886194	0.2166801	0.00246492	0.0719436	0.516444	3.40915	0.5983736	0.261635	0.728909	0.143447	1.37581	2.33915	0.359487	0.117149	2.91415	1.21438	2.72768	0.07085012
1260	-1774.527	-1556.493	-218.034	0.2511286	0.09548528	0.9093213	0.03558826	9	4.829011	0.1613075	0.00216478	0.0675062	0.50386	3.42647	0.9449096	0.431646	0.728909	0.0463377	0.896281	2.33915	0.424337	0.167879	2.98062	1.21438	2.45315	0.03766314
1270	-1785.725	-1563.244	-222.4803	0.2578925	0.07947013	0.5936338	0.1059067	8	4.992302	0.1197632	0.00250018	0.072446	0.517837	3.40722	0.6995405	0.487245	1.17158	0.244704	1.03235	2.54016	0.43899	0.167879	2.92227	1.21438	2.5265	0.1513947
1280	-1778.576	-1559.111	-219.4652	0.2151495	0.08194637	0.5290241	0.1744517	9	4.944997	0.1571532	0.0008637	0.0429468	0.422029	3.53416	0.7034758	0.432484	0.607411	0.244704	0.857051	2.50469	0.427901	0.30039	2.92227	1.21438	2.55467	0.2479853
1290	-1777.575	-1553.075	-224.4996	0.2453414	0.07443605	0.423041	0.2111916	9	4.898695	0.2184813	0.0019017	0.0633468	0.491558	3.44319	0.6342325	0.429724	0.607411	0.244704	0.857051	2.51185	0.446382	0.0698897	2.92227	1.21438	2.72903	0.3329876
1300	-1774.253	-1553.466	-220.7871	0.2836182	0.08437556	0.5079882	0.1329661	8	4.881879	0.1759401	0.00406075	0.0918281	0.567238	3.33687	0.6409543	0.533124	0.632432	0.168717	1.0574	2.34484	0.33425	0.273696	2.92227	1.25177	2.80856	0.2074502
1310	-1784.852	-1568.543	-216.3094	0.2436794	0.08408577	0.6769648	0.02855696	9	3.774207	0.134257	0.00183016	0.0621648	0.487965	3.44804	0.7055218	0.0313902	0.632067	0.596991	1.0462	2.52395	0.321902	0.108353	2.95372	1.15216	2.64472	0.04047637
1320	-1766.779	-1553.619	-213.1598	0.2482924	0.1018693	0.7707081	0.1151682	9	3.90221	0.2233372	0.00203313	0.0654596	0.497871	3.43464	0.8858763	0.208408	0.632067	0.165778	1.0462	2.52395	0.387423	0.159515	2.87939	1.15216	2.64472	0.1300049
1330	-1766.786	-1552.005	-214.7814	0.255554	0.1009938	0.7436978	0.06152697	9	4.706066	0.2314546	0.00238077	0.0707292	0.513053	3.41384	0.8052247	0.148523	0.632067	0.23166	1.08925	2.43486	0.33306	0.0405612	2.87939	1.17983	2.64472	0.07640968
1340	-1766.77	-1549.48	-217.29	0.1975661	0.09452653	0.6185669	0.03141169	9	4.665007	0.09092994	0.000487881	0.0323833	0.377276	3.58985	0.6499786	0.359864	0.632067	0.234458	1.08925	2.4318	0.386924	0.115504	3.03629	1.17605	2.64472	0.04832726
1350	-1777.534	-1564.825	-212.7093	0.2343701	0.09997738	0.6013473	0.1841558	8	4.067578	0.1903214	0.00146158	0.0556581	0.467345	3.47553	0.7855031	0.111729	0.711385	0.258297	0.988639	2.4318	0.217474	0.158168	2.9203	1.13802	2.80201	0.2344431
1360	-1767.277	-1549.664	-217.6126	0.288139	0.08862588	0.645213	0.1791922	9	4.501287	0.2305161	0.00438259	0.0953058	0.575335	3.32498	0.8244052	0.355266	0.711385	0.274574	1.02118	2.4318	0.28358	0.0968378	2.7175	1.0841	2.88357	0.2173593
1370	-1771.195	-1557.317	-213.878	0.272273	0.09718555	0.683317	0.06373731	9	4.452014	0.2136187	0.0033161	0.0831826	0.546164	3.36734	0.7470543	0.0585655	0.711385	0.135552	1.02118	2.4318	0.32518	0.294714	2.80363	1.35481	2.59623	0.08531817
1380	-1779.328	-1563.644	-215.6842	0.2290407	0.08978397	0.6700836	0.06695725	9	4.929054	0.1971215	0.00127446	0.0520285	0.455154	3.49154	0.7370409	0.160854	0.711385	0.182454	1.26589	2.4318	0.37557	0.326787	2.91172	1.55866	2.95565	0.09084605
1390	-1781.595	-1561.527	-220.0678	0.214989	0.09544205	0.6055405	0.1685899	9	4.650904	0.11661	0.000859572	0.0428454	0.421635	3.53466	0.7741305	0.193925	0.775713	0.192125	1.50799	2.4318	0.383811	0.254763	2.915	1.55866	2.91169	0.2177798
1400	-1777.285	-1555.028	-222.2575	0.2845945	0.08347603	0.9207012	0.1344987	9	4.563604	0.1675912	0.00412904	0.0925778	0.569001	3.33429	1.0552	0.192762	0.974926	0.172009	1.24918	2.4157	0.379574	0.119217	2.87567	1.60031	2.91169	0.1274628
1410	-1781.431	-1559.79	-221.6406	0.2457613	0.08018897	0.6732594	0.09504731	9	4.424381	0.09620103	0.00192006	0.0636464	0.492461	3.44197	0.7683067	0.0611583	0.786407	0.48596	1.26774	2.16989	0.466749	0.364255	2.93488	1.44497	2.70553	0.1237101
1420	-1790.212	-1562.859	-227.3534	0.2766028	0.08466211	0.8280734	0.1489785	7	4.925666	0.1855882	0.00358969	0.0864667	0.554336	3.35561	0.9770519	0.0137212	0.786407	0.126306	1.21767	1.20381	0.526347	0.403095	3.11095	1.44497	2.76933	0.1524776
1430	-1772.67	-1550.939	-221.7307	0.2833916	0.08758055	0.6590056	0.1259302	9	4.763036	0.1953888	0.004045	0.0916542	0.566827	3.33747	0.7849358	0.176364	1.04835	0.341642	1.22622	1.99372	0.526347	0.0532842	3.24714	1.4366	2.76933	0.1604338
1440	-1773.573	-1551.809	-221.7638	0.2767588	0.08614194	0.5202195	0.06074208	9	4.967208	0.2035085	0.00359979	0.0865854	0.554627	3.35519	0.5809616	0.300432	1.04835	0.208528	1.09514	1.78582	0.413893	0.382203	3.05335	1.27663	2.99958	0.1045544
1450	-1784.925	-1561.416	-223.5097	0.2303597	0.07650934	0.8083661	0.1896947	9	4.911215	0.1700443	0.00131919	0.0529198	0.458198	3.48756	0.9980608	0.308405	0.920916	0.208528	1.17022	2.18275	0.361981	0.26868	3.00216	1.2794	2.99605	0.1900633
1460	-1779.818	-1558.088	-221.7297	0.2511938	0.08636713	0.7432195	0.07321274	9	4.438266	0.1907829	0.00216786	0.0675535	0.503997	3.42628	0.8164323	0.230996	0.769562	0.0277005	0.77135	2.18275	0.280353	0.327841	3.06777	1.26357	3.15017	0.08967399
1470	-1781.319	-1560.315	-221.0044	0.3143676	0.0710287	0.6863901	0.1074737	9	4.587998	0.1719442	0.00653294	0.115708	0.619161	3.2586	0.7938638	0.225089	0.769562	0.0450891	0.785424	2.4921	0.280353	0.196081	3.09007	1.2733	3.15017	0.1353805
1480	-1779.239	-1558.791	-220.4482	0.229979	0.08030942	0.4636268	0.177503	9	4.973179	0.1801378	0.00130618	0.0526621	0.457321	3.48871	0.6411298	0.162814	0.769562	0.0450891	0.761094	2.43811	0.17961	0.267494	2.92686	1.04918	3.15017	0.2768597
1490	-1774.169	-1557.744	-216.4247	0.2684558	0.09513088	0.5681104	0.08182572	9	4.865235	0.1906056	0.0030857	0.0803054	0.538825	3.37778	0.6499361	0.243675	0.769562	0.215877	0.761094	2.04012	0.324023	0.375773	3.07073	1.04323	3.15017	0.1258981
1500	-1772.542	-1556.974	-215.5681	0.2440671	0.08169789	0.5878005	0.262037	9	4.744765	0.2156461	0.00184669	0.06244	0.488806	3.44691	0.8498375	0.319348	1.41588	0.236979	0.814303	2.38686	0.324162	0.467841	2.96756	1.0131	3.10535	0.3083378
1510	-1783.441	-1566.237	-217.2034	0.2297664	0.08770751	0.6140893	0.2995737	9	4.847844	0.1529286	0.00129895	0.0525183	0.456831	3.48935	0.9136631	0.137414	1.15135	0.72466	0.812537	2.38686	0.36654	0.627514	3.00037	0.697289	3.10535	0.3278821
1520	-1774.087	-1555.454	-218.6332	0.2753483	0.09194655	0.8639509	0.2967779	9	4.933996	0.098192	0.00350908	0.0855131	0.551985	3.35899	1.160729	0.15941	1.52668	0.173564	0.614386	2.37461	0.36654	0.686669	2.65212	0.75645	3.10535	0.2556824
1530	-1780.718	-1566.752	-213.9658	0.2793834	0.09708733	0.9071004	0.1452007	9	4.510936	0.1020942	0.00377228	0.0885862	0.559499	3.34814	1.052301	0.0663714	1.12569	0.364691	0.600911	2.17141	0.438678	0.696052	2.87747	0.861549	2.98109	0.137984
1540	-1776.379	-1561.381	-214.9987	0.2583225	0.09850576	0.406049	0.2894215	9	4.964791	0.1243214	0.00252254	0.0727627	0.518711	3.406	0.6954705	0.0342787	1.80558	0.142236	0.600911	2.169	0.319923	0.552813	2.77936	0.729474	2.73857	0.4161521
1550	-1775.027	-1560.24	-214.7868	0.2644273	0.08702949	0.7644822	0.1749678	9	4.753876	0.1983424	0.00285342	0.0772892	0.530939	3.38892	0.9394501	0.100261	1.80558	0.489558	1.26965	2.71039	0.277567	0.809206	2.94542	0.920925	3.09719	0.186245
1560	-1768.808	-1549.963	-218.8454	0.2375103	0.09616237	0.3883236	0.3837529	8	4.977084	0.199972	0.00157988	0.0578303	0.474396	3.46619	0.7720765	0.0418578	1.41916	0.0530377	1.23501	2.3978	0.292289	1.10176	3.10145	1.0751	3.09719	0.49704
1570	-1771.239	-1554.504	-216.7355	0.2832018	0.08037084	0.783781	0.1090817	9	4.838714	0.2283791	0.00403183	0.0915086	0.566483	3.33798	0.8928627	0.163134	1.75907	0.112269	1.23501	1.91719	0.292289	0.732862	3.04109	1.0751	3.17642	0.1221707
1580	-1784.857	-1560.567	-224.2903	0.2424045	0.07225219	0.8140137	0.07848077	8	4.890457	0.2834187	0.00177647	0.0612621	0.485192	3.45177	0.8924944	0.222701	1.75907	0.213793	1.23501	1.79414	0.232019	1.25635	2.96816	1.1105	3.08769	0.08793419
1590	-1772.835	-1553.657	-219.1786	0.2372495	0.08919908	0.6569319	0.1265681	8	4.659418	0.2781166	0.00156983	0.057649	0.473814	3.46697	0.7835	0.387591	1.77218	0.211763	1.27934	1.99177	0.239368	1.07973	2.67642	1.1105	3.16371	0.1615419
1600	-1788.234	-1563.112	-225.1227	0.1933166	0.07472162	1.048611	0.0858701	8	4.367505	0.2440956	0.000418386	0.030011	0.365991	3.60358	1.134481	0.254954	1.5238	0.48059	1.27934	1.83837	0.1839	0.506357	3.07811	1.21234	2.76181	0.07569107
1610	-1776.842	-1555.944	-220.8974	0.26136	0.08089214	0.6541552	0.03327485	9	4.718962	0.1297761	0.00268401	0.0750079	0.524838	3.39747	0.6874301	0.32032	1.17284	0.27845	1.42776	2.46294	0.183489	0.391479	3.30005	1.50499	3.00988	0.0484047
1620	-1782.034	-1559.541	-222.4922	0.2424313	0.06773522	0.5706481	0.06387651	9	4.769322	0.1606922	0.00177758	0.061281	0.48525	3.45169	0.6345246	0.32032	1.39047	0.291052	1.2751	2.03219	0.252245	0.600275	3.4181	1.55548	3.24458	0.1006683
1630	-1780.291	-1564.701	-215.5894	0.2479719	0.09389885	0.5957321	0.004415813	10	4.918469	0.203105	0.00201858	0.0652293	0.497189	3.43556	0.6001479	0.455901	1.88167	0.0434456	1.2751	2.69785	0.252245	0.898544	3.21155	1.56071	3.24458	0.007357874
1640	-1773.755	-1559.239	-214.5158	0.3021509	0.08955099	0.5432527	0.002477718	10	4.722857	0.2050122	0.00547141	0.106169	0.599397	3.28896	0.5457305	0.458411	1.88167	0.0605513	1.2751	2.65671	0.238065	0.86314	3.19284	1.46039	3.04589	0.004540187
1650	-1766.752	-1554.272	-212.4799	0.2731401	0.09079031	0.5920896	0.002621095	10	4.89959	0.1335087	0.00336985	0.0838386	0.547814	3.36498	0.5947107	0.443335	1.22483	0.186907	1.25066	2.65671	0.14883	0.670177	2.96272	1.59363	2.95229	0.004407345
1660	-1767.488	-1553.158	-214.3298	0.2861617	0.09022985	0.827657	0.06722648	10	4.773103	0.2502746	0.00424006	0.0937827	0.571814	3.33016	0.8948835	0.251085	1.55133	0.19621	1.4921	2.64269	0.197833	0.441733	3.01767	1.53743	2.77308	0.07512317
1670	-1772.169	-1556.766	-215.4034	0.2615635	0.09102609	0.6443089	0.06945499	10	4.639125	0.2619487	0.00269505	0.0751588	0.525245	3.3969	0.7137639	0.362665	1.37531	0.509938	0.968973	2.64269	0.171401	0.777328	3.01355	1.20935	2.77308	0.09730807
1680	-1764.149	-1550.337	-213.8117	0.2559759	0.08661659	0.5323436	0.06788395	10	4.58026	0.1727123	0.00240205	0.0710383	0.51392	3.41264	0.6002275	0.352251	1.37531	0.119083	1.0983	2.64269	0.206942	0.777328	2.87664	1.20935	2.68319	0.113097
1690	-1769.142	-1551.948	-217.1942	0.2858851	0.07264195	0.5819139	0.07778138	10	4.819848	0.2622611	0.00422034	0.0935699	0.571319	3.33089	0.6596952	0.315741	1.37531	0.115757	0.958345	2.53412	0.228991	0.619594	2.94935	1.24239	2.70441	0.117905
1700	-1773.04	-1554.325	-218.7154	0.2228359	0.08497756	0.4674113	0.1485803	9	4.625288	0.1628814	0.00107762	0.0479004	0.4406	3.51042	0.6159916	0.394293	1.77428	0.115757	1.50411	2.53412	0.191434	0.7301	2.85335	1.62035	2.83328	0.2412051
1710	-1786.795	-1567.737	-219.0576	0.2547992	0.07741888	0.7975658	0.02614374	10	4.930819	0.09505705	0.00234301	0.070177	0.511498	3.41598	0.8237096	0.2499	2.18668	0.17067	1.03735	2.33171	0.178189	0.658409	2.9924	1.20586	2.83328	0.03173903
1720	-1778.431	-1559.691	-218.7402	0.2567549	0.07772893	0.4778547	0.05351804	10	4.568526	0.1344657	0.00244163	0.0716097	0.515516	3.41043	0.5313727	0.101841	1.7439	0.216056	1.05939	2.48265	0.53165	0.995937	2.66735	1.15047	2.66357	0.1007166
1730	-1784.655	-1562.376	-222.2796	0.2502487	0.08388759	0.4231982	0.04374886	9	4.946563	0.1665769	0.00212337	0.0668696	0.50201	3.429	0.4669471	0.312037	1.24433	0.367706	1.12059	2.15879	0.50163	0.82257	2.6574	1.24835	2.50727	0.09369125
1740	-1773.609	-1553.344	-220.2653	0.2760805	0.07526128	0.5495491	0.0685821	10	4.925813	0.08336915	0.003556	0.0860694	0.553359	3.35702	0.6181312	0.290788	1.02812	0.167429	1.17137	2.15879	0.406404	0.601298	2.74635	1.13106	2.50727	0.1109507
1750	-1768.819	-1552.097	-216.7217	0.2903849	0.08289496	0.5465738	0.0456307	10	4.892808	0.1702915	0.00454783	0.0970391	0.579296	3.31912	0.5922045	0.316996	1.44368	0.0651566	1.17137	2.33917	0.335888	0.735714	2.64488	1.14182	2.53046	0.07705227
1760	-1778.008	-1562.299	-215.7084	0.2431888	0.08809302	0.4854102	0.03822556	10	4.62469	0.1323858	0.00180937	0.061817	0.4869	3.44947	0.5236358	0.481778	1.2422	0.0243177	0.844032	2.37005	0.296184	0.763423	2.80398	1.14182	2.76262	0.07300029
1770	-1788.176	-1570.739	-217.4373	0.2758963	0.07874453	0.6672036	0.02830672	10	4.917313	0.1596833	0.00354416	0.0859294	0.553014	3.35751	0.6955103	0.0609404	1.38882	0.977015	0.741012	2.47178	0.296184	0.772192	2.69816	1.1824	2.76262	0.04069922
1780	-1772.459	-1554.597	-217.862	0.2239509	0.08140895	0.6051137	0.0135449	10	4.946202	0.1844418	0.00111137	0.0486341	0.443245	3.50701	0.6186586	0.151363	1.76189	0.149815	1.20458	1.92475	0.254692	1.2354	2.27463	1.17368	2.59759	0.02189398
1790	-1797.244	-1573.153	-224.0904	0.2431227	0.06349209	0.5241362	0.03835817	9	4.808244	0.11603	0.00180658	0.0617702	0.486756	3.44967	0.5624944	0.086436	1.24286	0.235246	1.26805	1.72892	0.361025	0.627255	2.51168	1.17368	2.59759	0.06819298
1800	-1783.858	-1568.383	-215.4759	0.2406453	0.08841494	0.6885685	0.05822274	10	4.895323	0.1533214	0.00170408	0.0600223	0.481338	3.45694	0.7467912	0.247066	1.24286	0.412683	1.26997	1.84116	0.345159	0.930067	2.3434	1.17368	2.43206	0.07796387
1810	-1786.44	-1570.464	-215.9754	0.2937501	0.09066992	0.8118031	0.02376077	10	4.501438	0.1077567	0.00480204	0.0996426	0.585156	3.3104	0.8355638	0.186271	1.24286	0.294774	1.20615	1.97381	0.345159	0.346456	2.79976	0.96191	2.5671	0.02843681
1820	-1778.996	-1565.076	-213.9204	0.2453861	0.08123015	0.5543997	0.02374456	10	4.50633	0.1557567	0.00190365	0.0633787	0.491654	3.44306	0.5781442	0.191506	1.36922	0.318197	1.20615	1.74004	0.327047	0.631989	2.56075	1.2165	2.70804	0.0410703
1830	-1772.368	-1551.018	-221.3501	0.2298804	0.08994108	0.5548128	0.06462994	9	4.849291	0.2895644	0.00130282	0.0525954	0.457094	3.48901	0.6194428	0.0983356	1.36922	0.0386061	1.20615	1.67104	0.378352	0.731492	2.61828	1.2165	2.60968	0.1043356
1840	-1776.82	-1564.332	-212.4885	0.2330721	0.0942784	0.5842962	0.06324518	10	4.926085	0.2032678	0.00141443	0.0547673	0.464402	3.47942	0.6475414	0.446697	1.44609	0.612006	1.20615	1.81701	0.390835	0.604573	2.18221	1.11556	2.60968	0.09766971
1850	-1774.039	-1559.045	-214.994	0.2498367	0.08620532	0.6865646	0.06149652	9	4.951428	0.1928622	0.00210415	0.066572	0.501141	3.43018	0.7480611	0.316854	1.21915	0.324599	1.20615	1.34419	0.221707	0.628712	2.07625	0.921355	2.40959	0.08220788
1860	-1769.092	-1556.41	-212.6824	0.2020446	0.09256758	0.5949024	0.07098649	10	4.694503	0.131342	0.000569641	0.0349633	0.388973	3.57549	0.6658889	0.316854	1.21915	0.0913336	1.20615	1.38661	0.356869	0.689336	1.51848	1.18436	2.40959	0.1066041
